Slit_separation_fs,Delay_fs,Reflectivity,Series
-1400.0,217749.174661588,0.000654225193787312,model
-1400.0,217868.464766176,0.000908041727055067,model
-1400.0,217987.754870764,0.00112440590020917,model
-1400.0,218107.044975351,0.00109770314542839,model
-1400.0,218226.33507993902,0.000864143362239693,model
-1400.0,218345.625184526,0.000674972818502034,model
-1400.0,218464.915289114,0.000747300837901613,model
-1400.0,218584.20539370202,0.00103907435678387,model
-1400.0,218703.495498289,0.00128103945905295,model
-1400.0,218822.785602877,0.00124382915916171,model
-1400.0,218942.075707464,0.00097620726248962,model
-1400.0,219061.36581205198,0.000767360195532383,model
-1400.0,219180.65591664,0.000859958886317463,model
-1400.0,219299.946021227,0.00119775662993012,model
-1400.0,219419.236125815,0.00146969316386324,model
-1400.0,219538.526230402,0.00141884192470174,model
-1400.0,219657.81633499003,0.00111014888208936,model
-1400.0,219777.106439578,0.000879017111697314,model
-1400.0,219896.396544165,0.00099799891137744,model
-1400.0,220015.686648753,0.00139228953811183,model
-1400.0,220134.97675334004,0.00169966344738194,model
-1400.0,220254.266857928,0.00163075461608521,model
-1400.0,220373.556962516,0.00127201143020216,model
-1400.0,220492.84706710302,0.00101567800231825,model
-1400.0,220612.137171691,0.00116964042028283,model
-1400.0,220731.427276278,0.00163414669751992,model
-1400.0,220850.717380866,0.00198369284291522,model
-1400.0,220970.007485454,0.00189051941722694,model
-1400.0,221089.297590041,0.00147009721927673,model
-1400.0,221208.587694629,0.00118555489860036,model
-1400.0,221327.877799216,0.00138654280905039,model
-1400.0,221447.167903804,0.00193965930114582,model
-1400.0,221566.45800839202,0.00233972050793304,model
-1400.0,221685.748112979,0.00221357548526274,model
-1400.0,221805.038217567,0.00171606434931689,model
-1400.0,221924.328322154,0.0014003759432529,model
-1400.0,222043.618426742,0.00166584085557955,model
-1400.0,222162.90853133,0.00233275602444597,model
-1400.0,222282.198635917,0.00279391881724713,model
-1400.0,222401.48874050498,0.00262185153162347,model
-1400.0,222520.77884509202,0.00202654567075209,model
-1400.0,222640.06894968002,0.00167750173063939,model
-1400.0,222759.359054268,0.00203373635975255,model
-1400.0,222878.649158855,0.00284963348539499,model
-1400.0,222997.939263443,0.00338502427803896,model
-1400.0,223117.22936803004,0.00314728340165731,model
-1400.0,223236.519472618,0.00242597037317661,model
-1400.0,223355.809577206,0.00204394287581426,model
-1400.0,223475.099681793,0.00253140341417016,model
-1400.0,223594.389786381,0.00354671240913014,model
-1400.0,223713.679890968,0.00417209371019851,model
-1400.0,223832.96999555602,0.00383799653196607,model
-1400.0,223952.26010014402,0.00295145540553663,model
-1400.0,224071.550204731,0.00254300902847193,model
-1400.0,224190.840309319,0.00322639526044596,model
-1400.0,224310.130413906,0.00451543126248895,model
-1400.0,224429.420518494,0.00524884386285981,model
-1400.0,224548.710623082,0.00476797642229907,model
-1400.0,224668.000727669,0.00366112301236298,model
-1400.0,224787.290832257,0.00324758142746925,model
-1400.0,224906.580936844,0.00423576528621878,model
-1400.0,225025.871041432,0.00591085386748496,model
-1400.0,225145.16114602,0.00676821688554025,model
-1400.0,225264.451250607,0.00605352159520046,model
-1400.0,225383.741355195,0.00464941751660917,model
-1400.0,225503.031459782,0.00428917120828883,model
-1400.0,225622.32156437,0.00577387714868055,model
-1400.0,225741.611668958,0.00800777781843473,model
-1400.0,225860.90177354502,0.00898625079151412,model
-1400.0,225980.191878133,0.00787999903410846,model
-1400.0,226099.48198272003,0.00607686017929119,model
-1400.0,226218.772087308,0.00592241229549511,model
-1400.0,226338.062191896,0.00825806170361795,model
-1400.0,226457.352296483,0.0113114283391768,model
-1400.0,226576.642401071,0.0123320710842894,model
-1400.0,226695.93250565798,0.0105303373721129,model
-1400.0,226815.222610246,0.00822677987826883,model
-1400.0,226934.512714834,0.00867974483526252,model
-1400.0,227053.802819421,0.0125409712227356,model
-1400.0,227173.09292400902,0.0167381011426346,model
-1400.0,227292.383028596,0.0174336347511489,model
-1400.0,227411.673133184,0.0143326790307417,model
-1400.0,227530.96323777203,0.0115988045188981,model
-1400.0,227650.253342359,0.0137203442433223,model
-1400.0,227769.543446947,0.020289816566428,model
