detune_THz,I_norm
-9.866666666598968405e+00,6.798305214393133289e-01
-9.699999999932250816e+00,3.218187958459134967e-01
-9.533333333265531451e+00,8.418658730390755907e-02
-9.366666666598844060e+00,1.615750437704241991e-03
-9.199999999932124695e+00,6.032337978878227203e-02
-9.033333333265407106e+00,1.730225265804183898e-01
-8.866666666598687740e+00,2.903216349295879573e-01
-8.699999999931968375e+00,3.449429527551349794e-01
-8.533333333265250786e+00,3.162363761528917960e-01
-8.366666666598531421e+00,2.103376042850170768e-01
-8.199999999931812056e+00,1.059192431582597627e-01
-8.033333333265094467e+00,6.287686091266998789e-02
-7.866666666598375102e+00,1.570764407954699238e-01
-7.699999999931656625e+00,4.029227558791971253e-01
-7.533333333264937259e+00,7.254939360667912451e-01
-7.366666666598218782e+00,9.624747339053391082e-01
-7.199999999931500305e+00,1.000000000000000000e+00
-7.033333333264780940e+00,8.023179749912575653e-01
-6.866666666598062463e+00,5.171664088653622482e-01
-6.699999999931343986e+00,3.110510113098610141e-01
-6.533333333264624621e+00,2.938110755323676271e-01
-6.366666666597906143e+00,4.558622214222887159e-01
-6.199999999931187666e+00,6.626042497160887779e-01
-6.033333333264469189e+00,7.440631968726880707e-01
-5.866666666597749824e+00,6.883273682791087866e-01
-5.699999999931031347e+00,5.023133290978756271e-01
-5.533333333264312870e+00,3.125493000196478133e-01
-5.366666666597593505e+00,2.108941746168292997e-01
-5.199999999930875028e+00,2.048083786258123040e-01
-5.033333333264156551e+00,2.734003323009720487e-01
-4.866666666597437185e+00,3.286861102639472842e-01
-4.699999999930718708e+00,3.645633508405616841e-01
-4.533333333264000231e+00,3.384477724808783172e-01
-4.366666666597280866e+00,2.712773589628872939e-01
-4.199999999930562389e+00,1.746889382545591118e-01
-4.033333333263843912e+00,9.818893239285758634e-02
-3.866666666597124991e+00,4.096025917570742664e-02
-3.699999999930406069e+00,1.297247880199407094e-02
-3.533333333263718679e+00,1.640418705338813829e-02
