detune_THz,I_norm
-9.866666666598968405e+00,3.094477271980571320e-01
-9.699999999932250816e+00,6.875837272520482490e-02
-9.533333333265531451e+00,3.080435460909261569e-03
-9.366666666598844060e+00,1.337527451377251986e-01
-9.199999999932124695e+00,4.073279663982095622e-01
-9.033333333265407106e+00,7.168337217898749225e-01
-8.866666666598687740e+00,9.430687322398360051e-01
-8.699999999931968375e+00,1.000000000000000000e+00
-8.533333333265250786e+00,8.669790059054369724e-01
-8.366666666598531421e+00,5.957230626632560311e-01
-8.199999999931812056e+00,2.897422742507032578e-01
-8.033333333265094467e+00,6.437987918287049749e-02
-7.866666666598375102e+00,2.884275102778708234e-03
-7.699999999931656625e+00,1.252354473863599993e-01
-7.533333333264937259e+00,3.813895562286990781e-01
-7.366666666598218782e+00,6.711861635492172296e-01
-7.199999999931500305e+00,8.830146590259843054e-01
-7.033333333264780940e+00,9.363205765736727360e-01
-6.866666666598062463e+00,8.117702827586360526e-01
-6.699999999931343986e+00,5.577877615954481838e-01
-6.533333333264624621e+00,2.712916533148758136e-01
-6.366666666597906143e+00,6.028020558343998719e-02
-6.199999999931187666e+00,2.700606136697845678e-03
-6.033333333264469189e+00,1.172605264046677892e-01
-5.866666666597749824e+00,3.571028893819152561e-01
-5.699999999931031347e+00,6.284454158452960071e-01
-5.533333333264312870e+00,8.267847947563305988e-01
-5.366666666597593505e+00,8.766962220370061454e-01
-5.199999999930875028e+00,7.600772189959625891e-01
-5.033333333264156551e+00,5.222681583300138319e-01
-4.866666666597437185e+00,2.540159571297062047e-01
-4.699999999930718708e+00,5.644159682103287029e-02
-4.533333333264000231e+00,2.528633093195971522e-03
-4.366666666597280866e+00,1.097934436412911358e-01
-4.199999999930562389e+00,3.343627831685104246e-01
-4.033333333263843912e+00,5.884263739972948049e-01
-3.866666666597124991e+00,7.741356156945212730e-01
-3.699999999930406069e+00,8.208687121824957966e-01
-3.533333333263718679e+00,7.116759401041731214e-01
-3.366666666597000201e+00,4.890104233136164380e-01
-3.199999999930281280e+00,2.378403675527193673e-01
-3.033333333263562359e+00,5.284742851173476752e-02
-2.866666666596843882e+00,2.367611194657608543e-03
-2.699999999930124961e+00,1.028018604875675091e-01
-2.533333333263406040e+00,3.130707540344486173e-01
-2.366666666596687563e+00,5.509557219662216676e-01
-2.199999999929968642e+00,7.248391062680292762e-01
-2.033333333263250164e+00,7.685962661042956556e-01
-1.866666666596531243e+00,6.663568267331810846e-01
-1.699999999929812544e+00,4.578705215991556443e-01
-1.533333333263093845e+00,2.226948301098033711e-01
-1.366666666596374924e+00,4.948213473398876960e-02
-1.199999999929656225e+00,2.216843081989959552e-03
-1.033333333262937526e+00,9.625549732637399269e-02
-8.666666665962187155e-01,2.931345890314835390e-01
-6.999999999295000164e-01,5.158711794285375518e-01
-5.333333332627812062e-01,6.786817701258713864e-01
-3.666666665960625071e-01,7.196524992629226292e-01
-1.999999999293437525e-01,6.239236084118139347e-01
-3.333333326262499785e-02,4.287135909181133964e-01
1.333333334040937568e-01,2.085137517993038703e-01
3.000000000708125114e-01,4.633114094216661538e-02
4.666666667375312660e-01,2.075675793020241404e-03
6.333333334042500207e-01,9.012600278912381857e-02
8.000000000709687198e-01,2.744679475383482448e-01
9.666666667376875299e-01,4.830208004082379158e-01
1.133333333404406229e+00,6.354637066664623468e-01
1.300000000071124928e+00,6.738254434387048741e-01
1.466666666737843849e+00,5.841925131136259663e-01
1.633333333404562548e+00,4.014133568584233314e-01
1.800000000071281248e+00,1.952357163954447639e-01
1.966666666737999947e+00,4.338080060198183652e-02
2.133333333404718868e+00,1.943497963202681219e-03
2.300000000071406259e+00,8.438683098756714906e-02
2.466666666738125180e+00,2.569899870947180420e-01
2.633333333404843657e+00,4.522623146224807877e-01
2.800000000071562578e+00,5.949977445416203548e-01
2.966666666738281055e+00,6.309166280150563244e-01
3.133333333404999976e+00,5.469914709594208002e-01
3.300000000071718897e+00,3.758515859155964201e-01
3.466666666738437375e+00,1.828032186403769910e-01
3.633333333405156296e+00,4.061833625937932152e-02
3.800000000071875217e+00,1.819737132409008327e-03
3.966666666738593694e+00,7.901312627890184903e-02
4.133333333405312615e+00,2.406250130254593000e-01
4.300000000072031092e+00,4.234625114611607066e-01
4.466666666738749569e+00,5.571086316213684775e-01
4.633333333405468935e+00,5.907402213524660661e-01
4.800000000072187412e+00,5.121593698611014434e-01
4.966666666738905889e+00,3.519175738953880805e-01
5.133333333405625254e+00,1.711624151977956532e-01
5.300000000072343731e+00,3.803178404896050829e-02
5.466666666739062208e+00,1.703857323959426804e-03
5.633333333405781573e+00,7.398161602130494396e-02
5.800000000072500050e+00,2.253021511150816725e-01
5.966666666739218527e+00,3.964966631974563560e-01
6.133333333405937893e+00,5.216322755718031390e-01
6.300000000072656370e+00,5.531222250861336232e-01
6.466666666739374847e+00,4.795453568526489851e-01
6.633333333406093324e+00,3.295076659475881797e-01
6.800000000072812689e+00,1.602628914062721732e-01
6.966666666739531166e+00,3.560994199167076546e-02
7.133333333406249643e+00,1.595356674800182993e-03
7.300000000072969009e+00,6.927050943354108592e-02
7.466666666739687486e+00,2.109550402170149441e-01
7.633333333406405963e+00,3.712479846024211438e-01
7.800000000073125328e+00,4.884150334186819764e-01
7.966666666739843805e+00,5.178997211209742657e-01
8.133333333406563170e+00,4.490081853817218249e-01
8.300000000073250561e+00,3.085248080144806226e-01
8.466666666739968150e+00,1.500574430077644406e-01
8.633333333406687515e+00,3.334232144648659885e-02
8.800000000073406881e+00,1.493765282481270776e-03
8.966666666740124469e+00,6.485940338805901151e-02
9.133333333406843835e+00,1.975215450644920989e-01
9.300000000073563200e+00,3.476071273230997849e-01
9.466666666740280789e+00,4.573130461454106288e-01
9.633333333407000154e+00,4.849201659810766230e-01
9.800000000073719519e+00,4.204156034627763439e-01
9.966666666740437108e+00,2.888781264416455663e-01
