detuning_THz,data,std_pred,cat_pred
-10.106838288,9.738926876e-04,1.001832502e+00,1.002666513e+00
-10.075214766,-4.408029715e-04,1.003900155e+00,1.004444156e+00
-10.043580845,3.828596752e-04,1.005680004e+00,1.005934139e+00
-10.011936518,1.150584411e-03,1.007169823e+00,1.007134705e+00
-9.980281781,-2.049579623e-04,1.008367842e+00,1.008044549e+00
-9.948616631,8.361549466e-04,1.009272751e+00,1.008662824e+00
-9.916941061,1.330951017e-03,1.009883702e+00,1.008989144e+00
-9.885255067,-1.765337222e-04,1.010200315e+00,1.009023583e+00
-9.853558646,5.630875996e-04,1.010222680e+00,1.008766683e+00
-9.821851791,3.169122698e-04,1.009951360e+00,1.008219451e+00
-9.790134498,1.346261568e-03,1.009387390e+00,1.007383361e+00
-9.758406764,8.577096004e-04,1.008532280e+00,1.006260353e+00
-9.726668582,6.543687860e-04,1.007388012e+00,1.004852834e+00
-9.694919948,2.698043446e-04,1.005957042e+00,1.003163675e+00
-9.663160859,1.386914782e-03,1.004242297e+00,1.001196208e+00
-9.631391308,4.700433807e-04,1.002247171e+00,9.989542225e-01
-9.599611291,6.513462531e-04,9.999755255e-01,9.964419632e-01
-9.567820804,1.892728915e-04,9.974316795e-01,9.936641242e-01
-9.536019842,1.793974567e-04,9.946204097e-01,9.906258435e-01
-9.504208400,9.612215108e-05,9.915469426e-01,9.873326965e-01
-9.472386473,-2.433190797e-04,9.882169485e-01,9.837906895e-01
-9.440554057,9.058315480e-04,9.846365337e-01,9.800062516e-01
-9.408711148,1.654327780e-03,9.808122336e-01,9.759862261e-01
-9.376857739,3.143150844e-03,9.767510027e-01,9.717378614e-01
-9.344993828,2.067201834e-04,9.724602063e-01,9.672688013e-01
-9.313119408,4.295405517e-04,9.679476094e-01,9.625870737e-01
-9.281234475,1.741862656e-03,9.632213664e-01,9.577010802e-01
-9.249339025,-2.113524409e-04,9.582900091e-01,9.526195830e-01
-9.217433053,1.392614201e-03,9.531624346e-01,9.473516934e-01
-9.185516554,7.115732460e-04,9.478478924e-01,9.419068575e-01
-9.153589523,8.367904486e-04,9.423559705e-01,9.362948429e-01
-9.121651956,1.276000299e-03,9.366965816e-01,9.305257240e-01
-9.089703848,3.906039420e-04,9.308799479e-01,9.246098668e-01
-9.057745193,-5.707975110e-04,9.249165856e-01,9.185579134e-01
-9.025775989,1.481875615e-03,9.188172892e-01,9.123807658e-01
-8.993796228,1.051812744e-03,9.125931147e-01,9.060895691e-01
-8.961805908,4.905923328e-04,9.062553629e-01,8.996956943e-01
-8.929805023,1.225196990e-03,8.998155610e-01,8.932107207e-01
-8.897793569,1.086930852e-03,8.932854456e-01,8.866464180e-01
-8.865771540,6.947473880e-04,8.866769434e-01,8.800147272e-01
-8.833738932,4.072098262e-04,8.800021529e-01,8.733277425e-01
-8.801695740,-6.235491941e-05,8.732733245e-01,8.665976915e-01
-8.769641959,1.033224625e-03,8.665028416e-01,8.598369159e-01
-8.737577585,1.040720130e-03,8.597032000e-01,8.530578517e-01
-8.705502613,1.836692966e-03,8.528869881e-01,8.462730089e-01
-8.673417038,1.538589895e-03,8.460668661e-01,8.394949511e-01
-8.641320856,2.347441547e-03,8.392555454e-01,8.327362757e-01
-8.609214061,2.768627158e-03,8.324657679e-01,8.260095921e-01
-8.577096649,-3.727346336e-04,8.257102845e-01,8.193275019e-01
-8.544968614,8.251442217e-04,8.190018342e-01,8.127025774e-01
-8.512829953,1.038962809e-03,8.123531227e-01,8.061473409e-01
-8.480680661,7.825764803e-04,8.057768012e-01,7.996742437e-01
-8.448520732,5.948084238e-05,7.992854449e-01,7.932956450e-01
-8.416350161,5.993121837e-04,7.928915317e-01,7.870237912e-01
-8.384168945,1.609536934e-03,7.866074208e-01,7.808707948e-01
-8.351977079,8.361437769e-04,7.804453319e-01,7.748486140e-01
-8.319774556,1.477743130e-03,7.744173236e-01,7.689690318e-01
-8.287561373,7.087540804e-04,7.685352732e-01,7.632436360e-01
-8.255337525,1.240642658e-03,7.628108550e-01,7.576837985e-01
-8.223103007,1.244868965e-03,7.572555210e-01,7.523006561e-01
