detuning_THz,data,std_pred,cat_pred
-10.106838288,1.599831173e-03,8.388368760e-01,8.393783010e-01
-10.075214766,7.718291178e-04,8.404119723e-01,8.407674620e-01
-10.043580845,1.449705864e-03,8.418022043e-01,8.419689086e-01
-10.011936518,-2.134470713e-04,8.430031857e-01,8.429801252e-01
-9.980281781,1.507106718e-03,8.440123727e-01,8.438004448e-01
-9.948616631,8.433173603e-04,8.448290980e-01,8.444310632e-01
-9.916941061,1.043694699e-03,8.454545861e-01,8.448750371e-01
-9.885255067,3.180890375e-04,8.458919500e-01,8.451372617e-01
-9.853558646,7.859165067e-04,8.461461691e-01,8.452244316e-01
-9.821851791,8.533173038e-05,8.462240484e-01,8.451449823e-01
-9.790134498,3.582486090e-04,8.461341592e-01,8.449090153e-01
-9.758406764,1.084274789e-03,8.458867616e-01,8.445282057e-01
-9.726668582,4.949173079e-04,8.454937105e-01,8.440156933e-01
-9.694919948,6.282218542e-04,8.449683441e-01,8.433859597e-01
-9.663160859,1.026243157e-03,8.443253580e-01,8.426546904e-01
-9.631391308,3.302840907e-04,8.435806639e-01,8.418386242e-01
-9.599611291,1.013417325e-03,8.427512369e-01,8.409553923e-01
-9.567820804,3.423866296e-05,8.418549496e-01,8.400233464e-01
-9.536019842,2.522778025e-04,8.409103979e-01,8.390613798e-01
-9.504208400,1.665432149e-03,8.399367173e-01,8.380887412e-01
-9.472386473,3.426894033e-04,8.389533935e-01,8.371248446e-01
-9.440554057,9.473958309e-04,8.379800689e-01,8.361890764e-01
-9.408711148,2.576696981e-03,8.370363453e-01,8.353006018e-01
-9.376857739,2.279389996e-03,8.361415867e-01,8.344781717e-01
-9.344993828,1.805793005e-04,8.353147239e-01,8.337399341e-01
-9.313119408,-8.517950248e-04,8.345740613e-01,8.331032491e-01
-9.281234475,3.700231431e-04,8.339370898e-01,8.325845119e-01
-9.249339025,2.621600008e-04,8.334203071e-01,8.321989837e-01
-9.217433053,-1.681689416e-03,8.330390458e-01,8.319606339e-01
-9.185516554,1.336796493e-03,8.328073142e-01,8.318819934e-01
-9.153589523,4.223777677e-04,8.327376480e-01,8.319740228e-01
-9.121651956,6.206525109e-04,8.328409772e-01,8.322459947e-01
-9.089703848,1.227882053e-03,8.331265080e-01,8.327053927e-01
-9.057745193,1.430992765e-03,8.336016216e-01,8.333578282e-01
-9.025775989,1.210640771e-03,8.342717911e-01,8.342069747e-01
-8.993796228,1.116234239e-03,8.351405174e-01,8.352545225e-01
-8.961805908,1.069346362e-03,8.362092845e-01,8.365001522e-01
-8.929805023,9.440316783e-04,8.374775349e-01,8.379415288e-01
-8.897793569,-1.156763867e-04,8.389426664e-01,8.395743156e-01
-8.865771540,5.312922078e-04,8.406000488e-01,8.413922095e-01
-8.833738932,-3.271974807e-04,8.424430616e-01,8.433869948e-01
-8.801695740,4.663220109e-04,8.444631524e-01,8.455486180e-01
-8.769641959,-1.144148295e-04,8.466499150e-01,8.478652810e-01
-8.737577585,9.564369910e-04,8.489911867e-01,8.503235521e-01
-8.705502613,5.821750156e-04,8.514731646e-01,8.529084949e-01
-8.673417038,5.337228080e-05,8.540805382e-01,8.556038126e-01
-8.641320856,-2.731607797e-04,8.567966394e-01,8.583920068e-01
-8.609214061,6.346473856e-05,8.596036059e-01,8.612545498e-01
-8.577096649,4.530756601e-04,8.624825583e-01,8.641720678e-01
-8.544968614,7.135872261e-04,8.654137888e-01,8.671245337e-01
-8.512829953,7.226283862e-04,8.683769582e-01,8.700914676e-01
-8.480680661,1.418915458e-04,8.713513019e-01,8.730521433e-01
-8.448520732,-1.545861755e-03,8.743158400e-01,8.759857973e-01
-8.416350161,9.680012655e-04,8.772495914e-01,8.788718408e-01
-8.384168945,2.288851675e-03,8.801317890e-01,8.816900694e-01
-8.351977079,4.685423516e-05,8.829420931e-01,8.844208713e-01
-8.319774556,-8.894314818e-04,8.856608026e-01,8.870454293e-01
-8.287561373,1.144829536e-03,8.882690597e-01,8.895459170e-01
-8.255337525,1.206856099e-03,8.907490476e-01,8.919056843e-01
-8.223103007,1.171111978e-03,8.930841780e-01,8.941094337e-01
-8.190857815,1.180783917e-03,8.952592675e-01,8.961433815e-01
-8.158601943,-5.668933525e-04,8.972606996e-01,8.979954065e-01
-8.126335386,1.313247425e-03,8.990765722e-01,8.996551802e-01
-8.094058140,4.963891247e-04,9.006968272e-01,9.011142812e-01
-8.061770200,8.393224291e-04,9.021133630e-01,9.023662896e-01
-8.029471561,2.982497887e-03,9.033201256e-01,9.034068611e-01
-7.997162218,2.343098636e-03,9.043131808e-01,9.042337808e-01
-7.964842167,1.972200813e-03,9.050907633e-01,9.048469950e-01
-7.932511403,3.012565001e-03,9.056533049e-01,9.052486212e-01
-7.900169920,2.367488742e-03,9.060034385e-01,9.054429349e-01
-7.867817714,2.884727202e-03,9.061459809e-01,9.054363357e-01
-7.835454780,1.623800761e-03,9.060878920e-01,9.052372895e-01
-7.803081114,3.318282367e-03,9.058382115e-01,9.048562504e-01
-7.770696710,1.265425996e-04,9.054079736e-01,9.043055612e-01
-7.738301563,1.747643628e-03,9.048101016e-01,9.035993340e-01
-7.705895670,1.669006561e-03,9.040592804e-01,9.027533114e-01
-7.673479024,1.503111786e-03,9.031718120e-01,9.017847113e-01
-7.641051620,2.062822673e-03,9.021654522e-01,9.007120542e-01
-7.608613456,1.272877594e-03,9.010592315e-01,8.995549774e-01
-7.576164524,2.795366899e-03,8.998732624e-01,8.983340359e-01
-7.543704821,1.202861168e-03,8.986285339e-01,8.970704934e-01
-7.511234341,1.219892191e-03,8.973466959e-01,8.957861044e-01
-7.478753080,3.058401580e-03,8.960498357e-01,8.945028901e-01
-7.446261032,4.419319047e-04,8.947602491e-01,8.932429113e-01
-7.413758193,1.237553992e-03,8.935002080e-01,8.920280387e-01
-7.381244559,7.491210878e-04,8.922917266e-01,8.908797246e-01
-7.348720123,1.944656814e-03,8.911563302e-01,8.898187779e-01
-7.316184882,1.695499263e-03,8.901148273e-01,8.888651445e-01
-7.283638830,1.936036173e-03,8.891870880e-01,8.880376956e-01
-7.251081962,1.810931748e-03,8.883918318e-01,8.873540266e-01
-7.218514274,1.249959304e-03,8.877464261e-01,8.868302678e-01
-7.185935761,1.360555821e-03,8.872666976e-01,8.864809098e-01
-7.153346417,2.211896685e-03,8.869667599e-01,8.863186454e-01
-7.120746238,1.148614208e-03,8.868588573e-01,8.863542291e-01
-7.088135219,9.671602274e-04,8.869532284e-01,8.865963562e-01
-7.055513354,5.442357848e-05,8.872579898e-01,8.870515639e-01
-7.022880640,1.321237287e-03,8.877790412e-01,8.877241529e-01
-6.990237071,9.480266095e-04,8.885199947e-01,8.886161338e-01
-6.957582642,9.446624570e-04,8.894821263e-01,8.897271957e-01
-6.924917349,6.328475640e-04,8.906643534e-01,8.910547005e-01
-6.892241186,8.103066130e-04,8.920632361e-01,8.925937004e-01
-6.859554148,2.567235302e-03,8.936730039e-01,8.943369809e-01
-6.826856231,5.199381928e-04,8.954856072e-01,8.962751267e-01
-6.794147429,8.740152526e-04,8.974907929e-01,8.983966122e-01
-6.761427738,1.022879005e-03,8.996762044e-01,9.006879138e-01
-6.728697152,3.855823488e-04,9.020275035e-01,9.031336444e-01
-6.695955668,8.039988269e-04,9.045285149e-01,9.057167081e-01
-6.663203279,-4.255989438e-04,9.071613899e-01,9.084184731e-01
-6.630439980,2.027499071e-03,9.099067894e-01,9.112189624e-01
-6.597665768,1.006058242e-03,9.127440835e-01,9.140970596e-01
-6.564880637,2.559665958e-03,9.156515654e-01,9.170307269e-01
