detuning_THz,data,std_pred,cat_pred
-10.106838288,4.966315345e-04,8.207676240e-01,8.207828141e-01
-10.075214766,-2.206330123e-04,8.217966962e-01,8.218070577e-01
-10.043580845,-1.821717000e-04,8.228194185e-01,8.228243844e-01
-10.011936518,4.674668607e-04,8.238351698e-01,8.238344787e-01
-9.980281781,-6.483955229e-04,8.248436307e-01,8.248373417e-01
-9.948616631,1.213632876e-03,8.258448029e-01,8.258332907e-01
-9.916941061,5.138931232e-04,8.268390093e-01,8.268229429e-01
-9.885255067,-2.764999727e-05,8.278268770e-01,8.278071809e-01
-9.853558646,-6.323281714e-04,8.288093019e-01,8.287871033e-01
-9.821851791,-4.338383193e-04,8.297873986e-01,8.297639631e-01
-9.790134498,4.965125808e-04,8.307624372e-01,8.307390965e-01
-9.758406764,-7.635331200e-04,8.317357705e-01,8.317138470e-01
-9.726668582,4.016469012e-04,8.327087569e-01,8.326894886e-01
-9.694919948,-3.569352391e-05,8.336826821e-01,8.336671521e-01
-9.663160859,1.181967808e-03,8.346586842e-01,8.346477602e-01
-9.631391308,-9.014180413e-04,8.356376877e-01,8.356319725e-01
-9.599611291,-4.662772655e-05,8.366203485e-01,8.366201471e-01
-9.567820804,-4.201688079e-04,8.376070148e-01,8.376123170e-01
-9.536019842,-8.249226916e-05,8.385977046e-01,8.386081870e-01
-9.504208400,-3.535074685e-04,8.395921028e-01,8.396071476e-01
-9.472386473,1.120626734e-04,8.405895766e-01,8.406083082e-01
-9.440554057,-6.051685308e-04,8.415892102e-01,8.416105454e-01
-9.408711148,1.171587608e-03,8.425898550e-01,8.426125655e-01
-9.376857739,5.978930355e-04,8.435901939e-01,8.436129771e-01
-9.344993828,5.588910110e-04,8.445888157e-01,8.446103695e-01
-9.313119408,-2.385248879e-04,8.455842955e-01,8.456033923e-01
-9.281234475,8.816727903e-05,8.465752752e-01,8.465908328e-01
-9.249339025,8.177592751e-05,8.475605423e-01,8.475716848e-01
-9.217433053,-1.172317124e-03,8.485390991e-01,8.485452070e-01
-9.185516554,9.962045832e-04,8.495102212e-01,8.495109658e-01
-9.153589523,1.697495628e-03,8.504734992e-01,8.504688610e-01
-9.121651956,3.236929852e-05,8.514288636e-01,8.514191323e-01
-9.089703848,7.834077829e-04,8.523765897e-01,8.523623466e-01
-9.057745193,-4.891813544e-04,8.533172819e-01,8.532993656e-01
-9.025775989,9.437700608e-04,8.542518403e-01,8.542312977e-01
-8.993796228,1.439261656e-04,8.551814088e-01,8.551594337e-01
-8.961805908,4.767120478e-05,8.561073089e-01,8.560851734e-01
