detuning_THz,data,std_pred,cat_pred
-10.106838288,7.351250477e-04,9.052127286e-01,9.060958219e-01
-10.075214766,1.102319294e-03,9.072098626e-01,9.077867807e-01
-10.043580845,1.105352167e-03,9.089034614e-01,9.091732186e-01
-10.011936518,8.072640944e-04,9.102900353e-01,9.102527491e-01
-9.980281781,3.103062175e-04,9.113671756e-01,9.110240637e-01
-9.948616631,7.372913855e-04,9.121335683e-01,9.114869420e-01
-9.916941061,5.964794326e-04,9.125890041e-01,9.116422574e-01
-9.885255067,3.189715684e-04,9.127343842e-01,9.114919794e-01
-9.853558646,-2.284619778e-04,9.125717225e-01,9.110391715e-01
-9.821851791,-1.149458803e-04,9.121041433e-01,9.102879853e-01
-9.790134498,2.217333327e-03,9.113358753e-01,9.092436509e-01
-9.758406764,4.615165915e-04,9.102722417e-01,9.079124630e-01
-9.726668582,-4.104343477e-04,9.089196457e-01,9.063017633e-01
-9.694919948,-9.355546152e-04,9.072855528e-01,9.044199192e-01
-9.663160859,1.802263017e-03,9.053784683e-01,9.022762980e-01
-9.631391308,-6.199192069e-04,9.032079117e-01,8.998812384e-01
-9.599611291,4.755977868e-04,9.007843866e-01,8.972460175e-01
-9.567820804,7.080458260e-04,8.981193476e-01,8.943828144e-01
-9.536019842,2.186701312e-04,8.952251625e-01,8.913046705e-01
-9.504208400,8.525405531e-04,8.921150722e-01,8.880254468e-01
-9.472386473,8.895849284e-04,8.888031463e-01,8.845597771e-01
-9.440554057,1.202620731e-03,8.853042360e-01,8.809230188e-01
-9.408711148,2.984216886e-03,8.816339233e-01,8.771312012e-01
-9.376857739,1.978732889e-04,8.778084678e-01,8.732009697e-01
-9.344993828,9.244629660e-04,8.738447509e-01,8.691495293e-01
-9.313119408,1.369991985e-04,8.697602163e-01,8.649945839e-01
-9.281234475,2.655366818e-03,8.655728100e-01,8.607542753e-01
-9.249339025,1.434852137e-03,8.613009159e-01,8.564471186e-01
-9.217433053,9.883699292e-04,8.569632916e-01,8.520919370e-01
-9.185516554,1.357947147e-03,8.525790010e-01,8.477077951e-01
-9.153589523,1.880467809e-03,8.481673461e-01,8.433139301e-01
-9.121651956,1.371595075e-03,8.437477975e-01,8.389296829e-01
-9.089703848,1.755686756e-03,8.393399235e-01,8.345744283e-01
-9.057745193,3.360856365e-04,8.349633192e-01,8.302675044e-01
-9.025775989,1.792947765e-03,8.306375345e-01,8.260281416e-01
-8.993796228,1.501575339e-03,8.263820024e-01,8.218753927e-01
-8.961805908,7.717361555e-04,8.222159665e-01,8.178280618e-01
-8.929805023,-2.482623047e-05,8.181584100e-01,8.139046349e-01
-8.897793569,2.660999296e-03,8.142279845e-01,8.101232108e-01
-8.865771540,6.465218343e-04,8.104429397e-01,8.065014332e-01
-8.833738932,2.090169302e-03,8.068210546e-01,8.030564237e-01
-8.801695740,6.751174924e-04,8.033795696e-01,7.998047174e-01
-8.769641959,1.847106208e-03,8.001351206e-01,7.967621988e-01
-8.737577585,5.310560329e-04,7.971036750e-01,7.939440415e-01
-8.705502613,1.621157182e-03,7.943004696e-01,7.913646485e-01
-8.673417038,2.458879985e-03,7.917399510e-01,7.890375966e-01
-8.641320856,1.560932993e-03,7.894357186e-01,7.869755822e-01
