detuning_THz,data,std_pred,cat_pred
-10.106838288,1.114106999e-03,8.214824318e-01,8.215667230e-01
-10.075214766,-5.829660562e-04,8.225811519e-01,8.226374887e-01
-10.043580845,-4.053467642e-04,8.236507417e-01,8.236774313e-01
-10.011936518,2.772622734e-04,8.246892612e-01,8.246855588e-01
-9.980281781,8.331834300e-04,8.256957053e-01,8.256618358e-01
-9.948616631,1.364439689e-03,8.266700407e-01,8.266071891e-01
-9.916941061,1.454130225e-03,8.276132106e-01,8.275234824e-01
-9.885255067,3.788047722e-04,8.285271091e-01,8.284134609e-01
-9.853558646,-3.697492314e-05,8.294145244e-01,8.292806673e-01
-9.821851791,7.595090618e-04,8.302790530e-01,8.301293326e-01
-9.790134498,1.087520162e-03,8.311249876e-01,8.309642431e-01
-9.758406764,7.595090618e-04,8.319571817e-01,8.317905903e-01
-9.726668582,5.778857280e-04,8.327808958e-01,8.326138057e-01
-9.694919948,9.638753527e-04,8.336016297e-01,8.334393883e-01
-9.663160859,2.018379788e-03,8.344249453e-01,8.342727280e-01
-9.631391308,-5.309135134e-04,8.352562878e-01,8.351189320e-01
-9.599611291,-2.442241241e-04,8.361008086e-01,8.359826596e-01
-9.567820804,-9.415263933e-05,8.369631974e-01,8.368679696e-01
-9.536019842,1.020454064e-04,8.378475278e-01,8.377781873e-01
-9.504208400,1.097129862e-03,8.387571226e-01,8.387157935e-01
-9.472386473,5.738816863e-04,8.396944423e-01,8.396823407e-01
-9.440554057,-8.236890462e-04,8.406610009e-01,8.406783979e-01
-9.408711148,2.184147117e-03,8.416573123e-01,8.417035281e-01
-9.376857739,2.009570896e-03,8.426828684e-01,8.427562965e-01
-9.344993828,1.135408501e-03,8.437361503e-01,8.438343125e-01
-9.313119408,-5.923739527e-05,8.448146730e-01,8.449343014e-01
-9.281234475,1.656254252e-03,8.459150611e-01,8.460522061e-01
-9.249339025,7.792089472e-04,8.470331536e-01,8.471833137e-01
-9.217433053,-2.325323222e-04,8.481641360e-01,8.483224048e-01
-9.185516554,2.032675819e-04,8.493026929e-01,8.494639197e-01
-9.153589523,6.400284560e-04,8.504431788e-01,8.506021358e-01
-9.121651956,-2.423021841e-04,8.515798003e-01,8.517313525e-01
-9.089703848,1.142135291e-03,8.527068037e-01,8.528460753e-01
-9.057745193,5.609085910e-04,8.538186626e-01,8.539411944e-01
-9.025775989,9.821337831e-04,8.549102590e-01,8.550121523e-01
-8.993796228,1.689929845e-04,8.559770524e-01,8.560550935e-01
-8.961805908,1.039952146e-03,8.570152299e-01,8.570669928e-01
-8.929805023,1.246282019e-04,8.580218341e-01,8.580457571e-01
-8.897793569,2.577225497e-04,8.589948637e-01,8.589902971e-01
-8.865771540,1.635474877e-04,8.599333425e-01,8.599005671e-01
-8.833738932,1.417293041e-03,8.608373561e-01,8.607775708e-01
-8.801695740,1.914434864e-03,8.617080530e-01,8.616233326e-01
-8.769641959,3.134866790e-03,8.625476118e-01,8.624408364e-01
-8.737577585,-8.870714255e-05,8.633591735e-01,8.632339313e-01
-8.705502613,1.613330925e-03,8.641467422e-01,8.640072101e-01
-8.673417038,2.050892607e-03,8.649150570e-01,8.647658617e-01
-8.641320856,2.269353125e-03,8.656694389e-01,8.655155035e-01
-8.609214061,4.404670152e-04,8.664156176e-01,8.662619997e-01
-8.577096649,5.437712923e-04,8.671595441e-01,8.670112691e-01
-8.544968614,2.041923554e-03,8.679071953e-01,8.677690918e-01
-8.512829953,6.256139057e-04,8.686643759e-01,8.685409178e-01
-8.480680661,8.303005200e-04,8.694365263e-01,8.693316870e-01
-8.448520732,9.528241975e-04,8.702285400e-01,8.701456640e-01
-8.416350161,7.953852759e-04,8.710445997e-01,8.709862944e-01
-8.384168945,4.443108952e-04,8.718880346e-01,8.718560879e-01
-8.351977079,-1.995390182e-04,8.727612068e-01,8.727565308e-01
-8.319774556,6.345829592e-04,8.736654278e-01,8.736880325e-01
-8.287561373,1.242556659e-03,8.746009101e-01,8.746499066e-01
-8.255337525,1.150143375e-03,8.755667551e-01,8.756403882e-01
-8.223103007,-3.681892567e-04,8.765609773e-01,8.766566875e-01
-8.190857815,1.837236939e-03,8.775805656e-01,8.776950764e-01
-8.158601943,1.573011826e-04,8.786215780e-01,8.787510076e-01
-8.126335386,1.239193263e-03,8.796792685e-01,8.798192606e-01
-8.094058140,2.072716236e-04,8.807482410e-01,8.808941112e-01
-8.061770200,3.669528086e-04,8.818226261e-01,8.819695182e-01
-8.029471561,2.012934291e-03,8.828962736e-01,8.830393220e-01
-7.997162218,1.539377875e-04,8.839629569e-01,8.840974473e-01
-7.964842167,1.037229398e-03,8.850165790e-01,8.851381050e-01
-7.932511403,1.412968675e-03,8.860513772e-01,8.861559849e-01
-7.900169920,1.573610830e-03,8.870621161e-01,8.871464337e-01
-7.867817714,1.809528970e-03,8.880442645e-01,8.881056121e-01
-7.835454780,1.189703307e-03,8.889941502e-01,8.890306254e-01
-7.803081114,1.582099399e-03,8.899090853e-01,8.899196238e-01
-7.770696710,1.795636547e-04,8.907874611e-01,8.907718675e-01
-7.738301563,9.207918635e-04,8.916288054e-01,8.915877562e-01
-7.705895670,2.671038593e-03,8.924338030e-01,8.923688200e-01
-7.673479024,1.085117737e-03,8.932042778e-01,8.931176726e-01
-7.641051620,1.400796389e-03,8.939431349e-01,8.938379287e-01
-7.608613456,1.570888082e-03,8.946542682e-01,8.945340867e-01
-7.576164524,1.712951483e-03,8.953424324e-01,8.952113819e-01
-7.543704821,2.099261431e-03,8.960130868e-01,8.958756140e-01
-7.511234341,1.713912453e-03,8.966722134e-01,8.965329550e-01
-7.478753080,1.479756092e-03,8.973261179e-01,8.971897436e-01
-7.446261032,5.133405750e-04,8.979812170e-01,8.978522733e-01
-7.413758193,1.262576867e-03,8.986438228e-01,8.985265805e-01
-7.381244559,1.763604213e-04,8.993199282e-01,8.992182403e-01
-7.348720123,9.060569899e-04,9.000150030e-01,8.999321775e-01
-7.316184882,5.280754487e-04,9.007338062e-01,9.006724974e-01
-7.283638830,6.174456605e-04,9.014802215e-01,9.014423445e-01
-7.251081962,2.469917178e-04,9.022571219e-01,9.022437915e-01
-7.218514274,2.273036843e-03,9.030662677e-01,9.030777656e-01
