detuning_THz,data,std_pred,cat_pred
-10.106838288,6.923526925e-04,8.210503551e-01,8.210989346e-01
-10.075214766,-4.237717468e-04,8.221130030e-01,8.221456704e-01
-10.043580845,8.663379424e-04,8.231583847e-01,8.231739148e-01
-10.011936518,1.092243086e-03,8.241851279e-01,8.241829716e-01
-9.980281781,-2.417270951e-04,8.251925271e-01,8.251728311e-01
-9.948616631,1.024085187e-03,8.261805742e-01,8.261441743e-01
-9.916941061,1.095493967e-04,8.271499620e-01,8.270983479e-01
-9.885255067,5.302087130e-04,8.281020591e-01,8.280373151e-01
-9.853558646,-1.728668375e-04,8.290388590e-01,8.289635797e-01
-9.821851791,2.873496659e-04,8.299629029e-01,8.298800906e-01
-9.790134498,1.264446284e-03,8.308771818e-01,8.307901263e-01
-9.758406764,1.962544797e-04,8.317850189e-01,8.316971674e-01
-9.726668582,4.048451484e-04,8.326899387e-01,8.326047593e-01
-9.694919948,-3.600083369e-04,8.335955278e-01,8.335163723e-01
-9.663160859,2.792495025e-05,8.345052919e-01,8.344352633e-01
-9.631391308,8.868273710e-05,8.354225155e-01,8.353643461e-01
-9.599611291,4.335552384e-04,8.363501294e-01,8.363060736e-01
-9.567820804,-1.035823351e-03,8.372905921e-01,8.372623379e-01
-9.536019842,3.411158645e-04,8.382457891e-01,8.382343930e-01
-9.504208400,2.344291775e-04,8.392169542e-01,8.392228008e-01
-9.472386473,3.323150085e-04,8.402046171e-01,8.402274056e-01
-9.440554057,2.996415935e-04,8.412085783e-01,8.412473362e-01
-9.408711148,1.347277830e-03,8.422279133e-01,8.422810371e-01
-9.376857739,1.293272589e-03,8.432610054e-01,8.433263261e-01
-9.344993828,4.201411871e-04,8.443056073e-01,8.443804781e-01
-9.313119408,1.983590833e-04,8.453589273e-01,8.454403305e-01
-9.281234475,4.131619035e-05,8.464177381e-01,8.465024064e-01
-9.249339025,5.818281434e-04,8.474785039e-01,8.475630517e-01
-9.217433053,1.021513328e-04,8.485375205e-01,8.486185789e-01
-9.185516554,-1.023071424e-04,8.495910625e-01,8.496654141e-01
-9.153589523,8.795498117e-04,8.506355323e-01,8.507002394e-01
-9.121651956,-3.550525978e-04,8.516676053e-01,8.517201263e-01
-9.089703848,1.786175037e-03,8.526843641e-01,8.527226541e-01
-9.057745193,4.279873680e-04,8.536834171e-01,8.537060083e-01
-9.025775989,9.514736395e-04,8.546629973e-01,8.546690560e-01
-8.993796228,6.588013032e-04,8.556220354e-01,8.556113934e-01
-8.961805908,5.664565188e-04,8.565602057e-01,8.565333651e-01
-8.929805023,6.318802940e-04,8.574779425e-01,8.574360530e-01
-8.897793569,5.460334112e-04,8.583764249e-01,8.583212360e-01
-8.865771540,1.082552767e-03,8.592575326e-01,8.591913208e-01
-8.833738932,6.652383443e-04,8.601237719e-01,8.600492479e-01
-8.801695740,-1.879369469e-04,8.609781774e-01,8.608983752e-01
-8.769641959,3.096649977e-04,8.618241903e-01,8.617423440e-01
-8.737577585,-8.857903474e-04,8.626655207e-01,8.625849334e-01
-8.705502613,1.025039799e-03,8.635059976e-01,8.634299081e-01
-8.673417038,1.118612267e-03,8.643494139e-01,8.642808660e-01
-8.641320856,5.240694190e-04,8.651993714e-01,8.651410918e-01
-8.609214061,3.633529203e-04,8.660591333e-01,8.660134225e-01
-8.577096649,1.864586733e-06,8.669314894e-01,8.669001304e-01
-8.544968614,-3.991742418e-04,8.678186403e-01,8.678028279e-01
-8.512829953,5.592117408e-04,8.687221042e-01,8.687223993e-01
-8.480680661,-1.516042362e-04,8.696426520e-01,8.696589609e-01
-8.448520732,1.545692073e-04,8.705802717e-01,8.706118524e-01
-8.416350161,-1.924936677e-04,8.715341654e-01,8.715796601e-01
