detuning_THz,data,std_pred,cat_pred
-10.106838288,1.297258706e-03,8.290387099e-01,8.294043698e-01
-10.075214766,-4.301253251e-04,8.304267788e-01,8.306676982e-01
-10.043580845,5.271795882e-04,8.316903218e-01,8.318035252e-01
-10.011936518,8.526778551e-04,8.328253235e-01,8.328096553e-01
-9.980281781,6.069500020e-04,8.338295624e-01,8.336856994e-01
-9.948616631,1.034098818e-03,8.347026510e-01,8.344330888e-01
-9.916941061,7.667401820e-04,8.354460500e-01,8.350550634e-01
-9.885255067,-4.305306507e-05,8.360630556e-01,8.355566338e-01
-9.853558646,6.160557532e-04,8.365587613e-01,8.359445185e-01
-9.821851791,3.476765292e-04,8.369399933e-01,8.362270561e-01
-9.790134498,1.200131873e-03,8.372152203e-01,8.364140944e-01
-9.758406764,4.842677600e-04,8.373944402e-01,8.365168565e-01
-9.726668582,2.436440760e-04,8.374890434e-01,8.365477874e-01
-9.694919948,2.136014421e-04,8.375116555e-01,8.365203823e-01
-9.663160859,9.174091314e-04,8.374759621e-01,8.364489983e-01
-9.631391308,-5.732085063e-05,8.373965163e-01,8.363486533e-01
-9.599611291,1.818369751e-04,8.372885337e-01,8.362348144e-01
-9.567820804,-2.910326159e-04,8.371676760e-01,8.361231784e-01
-9.536019842,1.718459715e-04,8.370498275e-01,8.360294482e-01
-9.504208400,1.559861675e-04,8.369508670e-01,8.359691079e-01
-9.472386473,-5.023162209e-04,8.368864388e-01,8.359571993e-01
-9.440554057,-1.774546438e-04,8.368717251e-01,8.360081041e-01
-9.408711148,9.664811922e-04,8.369212251e-01,8.361353346e-01
-9.376857739,2.952791406e-03,8.370485419e-01,8.363513350e-01
-9.344993828,9.551287257e-04,8.372661812e-01,8.366672978e-01
-9.313119408,-2.249092912e-04,8.375853655e-01,8.370929968e-01
-9.281234475,2.716023712e-04,8.380158653e-01,8.376366395e-01
-9.249339025,8.729360415e-04,8.385658508e-01,8.383047421e-01
-9.217433053,8.755920314e-04,8.392417656e-01,8.391020271e-01
-9.185516554,1.044943442e-03,8.400482255e-01,8.400313471e-01
-9.153589523,2.627520317e-04,8.409879428e-01,8.410936349e-01
-9.121651956,2.030541626e-04,8.420616779e-01,8.422878808e-01
-9.089703848,1.010648797e-03,8.432682190e-01,8.436111384e-01
-9.057745193,6.916923345e-04,8.446043911e-01,8.450585579e-01
-9.025775989,7.322766476e-04,8.460650922e-01,8.466234476e-01
-8.993796228,7.022329119e-04,8.476433596e-01,8.482973621e-01
-8.961805908,4.218591573e-04,8.493304619e-01,8.500702165e-01
-8.929805023,2.536398251e-05,8.511160185e-01,8.519304246e-01
-8.897793569,7.181705163e-04,8.529881436e-01,8.538650604e-01
-8.865771540,-4.149506014e-04,8.549336123e-01,8.558600391e-01
-8.833738932,2.938864558e-04,8.569380480e-01,8.579003162e-01
-8.801695740,4.539051837e-04,8.589861269e-01,8.599701018e-01
-8.769641959,1.645328333e-03,8.610617981e-01,8.620530864e-01
-8.737577585,-1.823042336e-04,8.631485147e-01,8.641326757e-01
-8.705502613,1.019510576e-03,8.652294743e-01,8.661922309e-01
-8.673417038,1.991580847e-03,8.672878636e-01,8.682153103e-01
-8.641320856,2.038839705e-03,8.693071049e-01,8.701859104e-01
-8.609214061,1.259740110e-03,8.712711005e-01,8.720887001e-01
-8.577096649,-4.923356531e-04,8.731644708e-01,8.739092484e-01
-8.544968614,6.456974736e-04,8.749727838e-01,8.756342383e-01
-8.512829953,9.988213622e-04,8.766827708e-01,8.772516662e-01
-8.480680661,1.253338641e-03,8.782825274e-01,8.787510235e-01
-8.448520732,5.036117246e-04,8.797616940e-01,8.801234568e-01
-8.416350161,3.745284853e-04,8.811116156e-01,8.813619043e-01
-8.384168945,1.873557326e-03,8.823254766e-01,8.824612074e-01
-8.351977079,1.343384562e-03,8.833984093e-01,8.834181945e-01
-8.319774556,1.446478354e-03,8.843275744e-01,8.842317361e-01
-8.287561373,1.460736187e-03,8.851122113e-01,8.849027702e-01
-8.255337525,1.101045650e-03,8.857536587e-01,8.854342974e-01
-8.223103007,1.230161733e-03,8.862553437e-01,8.858313456e-01
-8.190857815,1.935813137e-03,8.866227399e-01,8.861009049e-01
-8.158601943,1.628730945e-03,8.868632952e-01,8.862518330e-01
-8.126335386,2.071954207e-03,8.869863299e-01,8.862947326e-01
-8.094058140,9.239156562e-04,8.870029063e-01,8.862418029e-01
-8.061770200,6.744589484e-04,8.869256719e-01,8.861066660e-01
-8.029471561,1.966419073e-03,8.867686784e-01,8.859041718e-01
-7.997162218,1.115129061e-03,8.865471787e-01,8.856501845e-01
-7.964842167,3.771164065e-04,8.862774048e-01,8.853613515e-01
-7.932511403,1.332001902e-03,8.859763307e-01,8.850548610e-01
