file,status,notes
Extended_Fig_1a_tidy.csv,PASS,
Extended_Fig_1b_tidy.csv,PASS,
Extended_Fig_1c_tidy.csv,PASS,
Extended_Fig_2a_tidy.csv,PASS,
Extended_Fig_2b_tidy.csv,PASS,
Extended_Fig_3a_tidy.csv,PASS,
Extended_Fig_3b_tidy.csv,PASS,
Extended_Fig_3c_tidy.csv,PASS,
Extended_Fig_3d_tidy.csv,PASS,
Fig_1d_tidy.csv,PASS,
Fig_2a_tidy.csv,PASS,
Fig_2b_tidy.csv,PASS,
Fig_2c_tidy.csv,PASS,
Fig_2d_tidy.csv,PASS,
Fig_2e_tidy.csv,PASS,
Fig_2f_tidy.csv,PASS,
Fig_2g_tidy.csv,PASS,
