separation_fs,freq_THz,I_standard,I_coherence,I_amplitude
6.000000000000000000e+02,2.236666666667353809e+02,3.680177573256164514e-03,3.521229338281436135e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.238333333334020949e+02,2.793530682664954311e-03,2.998563956829222287e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.240000000000688090e+02,1.538967055120524273e-03,2.239013718124635045e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.241666666667355230e+02,4.338411611573543027e-04,1.583237966043430289e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.243333333334022370e+02,6.405785559836681318e-07,1.375353172197491458e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.245000000000689795e+02,5.577887108958479731e-04,1.825427453452366927e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.246666666667356935e+02,2.066475160169296138e-03,2.908809422191297595e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.248333333334024076e+02,4.101120727758765343e-03,4.346735185564632245e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.250000000000691216e+02,5.970899883756919206e-03,5.686241627786146717e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.251666666667358356e+02,6.963965143466089615e-03,6.460747277053167925e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.253333333334025497e+02,6.634189296842945595e-03,6.378591913471412522e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.255000000000692921e+02,5.022732568932179384e-03,5.468743159203742071e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.256666666667360062e+02,2.717194645527547681e-03,4.119750623428113968e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.258333333334027202e+02,7.005447186662738367e-04,2.980525493619482890e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.260000000000694342e+02,1.693326765305253173e-05,2.740769429798209714e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.261666666667361483e+02,1.357073943594988260e-03,3.858566524111245628e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.263333333334028623e+02,4.713764357306393302e-03,6.334131230340528558e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.265000000000696048e+02,9.256268501802996512e-03,9.627497365674165045e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.266666666667362904e+02,1.351386165653768213e-02,1.277953705621426121e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.268333333334030044e+02,1.585660457831514561e-02,1.472850609005991324e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.270000000000697185e+02,1.514575590539622360e-02,1.473830308147768865e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.271666666667364325e+02,1.133673695341938688e-02,1.279583322821570626e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.273333333334031465e+02,5.790379795856575966e-03,9.817057964579437718e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.275000000000698890e+02,1.103091968758678366e-03,7.537516473628028471e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.276666666667366030e+02,3.982066067671065183e-04,8.049879776561647687e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.278333333334033171e+02,6.197897537605052444e-03,1.306810324291213070e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.280000000000700311e+02,1.916981455376882623e-02,2.311409629985156436e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.281666666667367451e+02,3.716967862493420621e-02,3.690991672434571630e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.283333333334034592e+02,5.505967444284122492e-02,5.130446973386173365e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.285000000000702016e+02,6.578024468627304000e-02,6.207386277837988880e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.286666666667369157e+02,6.307136457633352733e-02,6.588832368594348121e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.288333333334036297e+02,4.590452615077395687e-02,6.349290767380266765e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.290000000000703437e+02,2.370230005371531251e-02,6.339640890104542015e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.291666666667370578e+02,1.953911841411735614e-02,8.392411544019025282e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.293333333334037718e+02,6.664187710666681641e-02,1.500873989849643153e-01,0.000000000000000000e+00
6.000000000000000000e+02,2.295000000000704858e+02,1.943984502332976316e-01,2.824833044004462224e-01,0.000000000000000000e+00
6.000000000000000000e+02,2.296666666667372283e+02,4.065116331815292194e-01,4.804500938695474566e-01,0.000000000000000000e+00
6.000000000000000000e+02,2.298333333334039423e+02,6.639194948934374896e-01,7.093587351666925667e-01,0.000000000000000000e+00
6.000000000000000000e+02,2.300000000000706564e+02,8.894029004384595982e-01,9.050646997242158820e-01,0.000000000000000000e+00
6.000000000000000000e+02,2.301666666667373704e+02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+02,2.303333333334040844e+02,9.512139841563799214e-01,9.581945027039872054e-01,0.000000000000000000e+00
6.000000000000000000e+02,2.305000000000707985e+02,7.629455934917924731e-01,7.957178678031572305e-01,0.000000000000000000e+00
6.000000000000000000e+02,2.306666666667375409e+02,5.077400784763310693e-01,5.714213320632726134e-01,0.000000000000000000e+00
6.000000000000000000e+02,2.308333333334042550e+02,2.702654144396281488e-01,3.549222522470512620e-01,0.000000000000000000e+00
6.000000000000000000e+02,2.310000000000709690e+02,1.070374200340864917e-01,1.944717154420406435e-01,0.000000000000000000e+00
6.000000000000000000e+02,2.311666666667376830e+02,3.027989333323094501e-02,1.034918524756768127e-01,0.000000000000000000e+00
6.000000000000000000e+02,2.313333333334043971e+02,1.814116710435061466e-02,6.780191818325069508e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.315000000000711111e+02,3.664695676237516436e-02,6.237151331406561722e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.316666666667378536e+02,5.769907901776434589e-02,6.540949438344670352e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.318333333334045676e+02,6.653948328962387693e-02,6.452416858512347031e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.320000000000712816e+02,6.061701988005821495e-02,5.628276429843638573e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.321666666667379957e+02,4.471203158861929150e-02,4.282358570670274228e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.323333333334047097e+02,2.599171439382433335e-02,2.832072691606241782e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.325000000000713953e+02,1.057641319458912064e-02,1.651036485435244255e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.326666666667381378e+02,1.845870800572146008e-03,9.452326820997109316e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.328333333334048518e+02,1.747922311627487222e-04,7.294012433480896035e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.330000000000715659e+02,3.638595143851738357e-03,8.705171390173562992e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.331666666667382799e+02,9.203764711955901914e-03,1.164646684843227177e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.333333333334049939e+02,1.394991588542189055e-02,1.416559168486377154e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.335000000000717080e+02,1.597093445983486723e-02,1.498550698379358566e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.336666666667384504e+02,1.476278132811481049e-02,1.375679609682842718e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.338333333334051645e+02,1.108783222660793787e-02,1.096679424446962703e-02,0.000000000000000000e+00
6.000000000000000000e+02,2.340000000000718785e+02,6.460452220076737424e-03,7.600270602235983421e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.341666666667385925e+02,2.486278854592303793e-03,4.704291393512576025e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.343333333334053066e+02,2.922480857926885436e-04,3.012966691880605494e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.345000000000720206e+02,2.161407721163332728e-04,2.742956723539819158e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.346666666667387631e+02,1.814369896359282726e-03,3.598290348701655306e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.348333333334054771e+02,4.134714250549660283e-03,4.949429285407457198e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.350000000000721911e+02,6.122120001826990808e-03,6.099862803912010911e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.351666666667389052e+02,7.000974612013995124e-03,6.537276156153138014e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.353333333334056192e+02,6.507204405031176073e-03,6.086026743226551940e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.355000000000723333e+02,4.911326544836844624e-03,4.922221446962601540e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.356666666667390757e+02,2.852153704297878765e-03,3.464338785167954925e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.358333333334057897e+02,1.062854673220172763e-03,2.193101381992218057e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.360000000000725038e+02,9.782108991264331385e-05,1.471887986988965231e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.361666666667392178e+02,1.554381495067378664e-04,1.430197569448604178e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.363333333334059319e+02,1.047524797957539219e-03,1.943535695025716374e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.365000000000726459e+02,2.309449713195597075e-03,2.705781849748072673e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.366666666667393883e+02,3.396515842865318463e-03,3.358270947943090782e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.368333333334061024e+02,3.887887183080805751e-03,3.623835782525064008e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.370000000000728164e+02,3.624989238924527634e-03,3.397776592542001498e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.371666666667395305e+02,2.741931123541008555e-03,2.767850499970045050e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.373333333334062445e+02,1.587929415060646736e-03,1.963267395463148650e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.375000000000729585e+02,5.799904957773495753e-04,1.257840909975351017e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.376666666667397010e+02,4.521444238672565875e-05,8.663178941487146168e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.378333333334064150e+02,1.102067546103438110e-04,8.716761269444088089e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.380000000000731291e+02,6.729905385900170327e-04,1.206656239645238944e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.381666666667398431e+02,1.460123853388996208e-03,1.691305739499351446e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.383333333334065571e+02,2.140958512434341585e-03,2.108086730590592265e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.385000000000732427e+02,2.452889346061897652e-03,2.284208864074466303e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.386666666667399568e+02,2.291400944984096476e-03,2.150821463068123586e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.388333333334066992e+02,1.735237387827974313e-03,1.759557573896519851e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.390000000000734133e+02,1.002844347370224296e-03,1.253898618324515756e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.391666666667401273e+02,3.613698528303240496e-04,8.093526220505211722e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.393333333334068413e+02,2.499764160932627774e-05,5.666201585713129740e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.395000000000735554e+02,8.040814079610653759e-05,5.825933999643706073e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.396666666667402694e+02,4.644508763480316178e-04,8.156776500418069526e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.398333333334070119e+02,9.982783994706659770e-04,1.148229233463715551e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.400000000000737259e+02,1.461353736374173965e-03,1.435205235981937494e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.401666666667404400e+02,1.675432489113602621e-03,1.559370388955514958e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.403333333334071540e+02,1.567116418054629017e-03,1.472417509740268828e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.405000000000738680e+02,1.187592063497969804e-03,1.207942631183014535e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.406666666667405821e+02,6.852734473961945511e-04,8.634606277449966396e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.408333333334073245e+02,2.445655976799618650e-04,5.601496532747700201e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.410000000000740386e+02,1.546743586636935359e-05,3.965736712507802737e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.411666666667407526e+02,6.045036738462110306e-05,4.137615926530902976e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.413333333334074666e+02,3.369974072184329233e-04,5.837286988216549947e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.415000000000741807e+02,7.199338337279024376e-04,8.241559461932583194e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.416666666667408947e+02,1.052821994871108464e-03,1.032175268630717907e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.418333333334076372e+02,1.207696005580586630e-03,1.123637316745913382e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.420000000000743512e+02,1.130629950141257304e-03,1.063066554234426680e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.421666666667410652e+02,8.572143697717440631e-04,8.738349087833473857e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.423333333334077793e+02,4.940438646320664644e-04,6.259920830282876070e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.425000000000744933e+02,1.750597539014902052e-04,4.075662884368742053e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.426666666667412073e+02,1.033102484658809115e-05,2.908941315890195035e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.428333333334079498e+02,4.662062712105386207e-05,3.066978726157639163e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.430000000000746638e+02,2.536274203547031697e-04,4.350411599801698968e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.431666666667413779e+02,5.395341110259948636e-04,6.155497233019981140e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.433333333334080919e+02,7.884721353231748889e-04,7.720396700662854154e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.435000000000748059e+02,9.048325041347935350e-04,8.416461363355428292e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.436666666667415200e+02,8.476510082383279269e-04,7.974271022664890804e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.438333333334082624e+02,6.428766178445702263e-04,6.564282356477744301e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.440000000000749765e+02,3.701657225746164508e-04,4.710017310244866300e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.441666666667416905e+02,1.304469712600125387e-04,3.074842764597037750e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.443333333334083761e+02,7.288534462273462513e-06,2.208009083685711174e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.445000000000750902e+02,3.671390790596385520e-05,2.346227081078807125e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.446666666667418042e+02,1.962262699631744565e-04,3.341516757791030117e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.448333333334085182e+02,4.161335244208489315e-04,4.735654626903080611e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.450000000000752607e+02,6.078434798774983621e-04,5.946178065352556580e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.451666666667419747e+02,6.977739765958258572e-04,6.489300808867846113e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.153333333333994801e+02,4.117153183829937407e-04,3.752528248699884671e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.155000000000661942e+02,2.388507643484756582e-04,2.870058491640154787e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.156666666667329082e+02,6.058166887122360056e-05,1.960144000479373467e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.158333333333996222e+02,2.107472311078539624e-06,1.690610035263267455e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.160000000000663363e+02,1.138956128751435589e-04,2.330696795559877897e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.161666666667330503e+02,3.334721407886050257e-04,3.547267002191959720e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.163333333333997928e+02,5.218909311991143515e-04,4.599317539908078433e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.165000000000665068e+02,5.540933409355000691e-04,4.819919943783814754e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.166666666667332208e+02,4.047031196391595457e-04,4.073814492498980329e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.168333333333999349e+02,1.707493287676980576e-04,2.878605021818353665e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.170000000000666489e+02,1.243119232887472309e-05,2.088824124857315218e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.171666666667333629e+02,4.763611773564101589e-05,2.333337373342804749e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.173333333334001054e+02,2.693083123335196201e-04,3.574622986017615494e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.175000000000668194e+02,5.431282377007750056e-04,5.096395559744629645e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.176666666667335335e+02,6.916696287135207059e-04,5.952464579921853136e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.178333333334002475e+02,6.127937248840674162e-04,5.598199786400990001e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.180000000000669615e+02,3.537357299621760325e-04,4.285677700770051794e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.181666666667336756e+02,8.784606700394099576e-05,2.939630103687046513e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.183333333334004180e+02,3.994536215139264302e-06,2.567573478562517600e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.185000000000671321e+02,1.786572443915922573e-04,3.577575774702864298e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.186666666667338461e+02,5.167538195075826752e-04,5.462708188971849383e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.188333333334005602e+02,8.058159276803653417e-04,7.089958254250643696e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.190000000000672742e+02,8.536914818664001437e-04,7.434687071550010644e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.191666666667339882e+02,6.212119201732002084e-04,6.288221822741399186e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.193333333334007307e+02,2.590051022204025301e-04,4.454201732775212117e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.195000000000674447e+02,1.706282528459868983e-05,3.266251202147180469e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.196666666667341588e+02,8.035285451308490391e-05,3.711205872600230110e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.198333333334008728e+02,4.377587285879301193e-04,5.730095159526351917e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.200000000000675868e+02,8.761577427807288720e-04,8.186559104951111106e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.201666666667343009e+02,1.112350246169456795e-03,9.570506075072801383e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.203333333334010433e+02,9.823228570306121593e-04,9.007565629788473038e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.205000000000677574e+02,5.624703309920828362e-04,6.905638008343753173e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.206666666667344714e+02,1.348833191318045356e-04,4.769757486637699550e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.208333333334011570e+02,8.987294379986654000e-06,4.250794141089534817e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.210000000000678710e+02,3.109679912762362722e-04,6.022343054111018931e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.211666666667345851e+02,8.828606316169633353e-04,9.242514364574361220e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.213333333334012991e+02,1.368991433080617333e-03,1.201498182050797026e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.215000000000680416e+02,1.445212351254805379e-03,1.261163083568241560e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.216666666667347556e+02,1.044994896725801080e-03,1.067845514894949152e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.218333333334014696e+02,4.268125807764466752e-04,7.594955327114139400e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.220000000000681837e+02,2.330186511182030462e-05,5.669637480340746502e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.221666666667348977e+02,1.574635199740024335e-04,6.626363321616675047e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.223333333334016118e+02,8.097514857703830586e-04,1.036211442577768477e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.225000000000683542e+02,1.600953703395817081e-03,1.485570162533763000e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.226666666667350682e+02,2.022074533219102126e-03,1.739387882684545906e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.228333333334017823e+02,1.775339400601217907e-03,1.639013870073651076e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.230000000000684963e+02,1.001350366670664778e-03,1.259628910023560030e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.231666666667352104e+02,2.245357051381533431e-04,8.811533126138231453e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.233333333334019244e+02,2.697333515125893615e-05,8.142815320335874659e-04,0.000000000000000000e+00
8.000000000000000000e+02,2.235000000000686668e+02,6.490547992461332891e-04,1.187497232492771377e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.236666666667353809e+02,1.786106216786063688e-03,1.838604240046903121e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.238333333334020949e+02,2.742662924194416620e-03,2.397015718415081934e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.240000000000688090e+02,2.875998669279229095e-03,2.520320561197547139e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.241666666667355230e+02,2.052825914875901041e-03,2.137876020724712237e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.243333333334022370e+02,8.029583102356117148e-04,1.532774416126831763e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.245000000000689795e+02,2.737199520754519776e-05,1.186147063410328229e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.246666666667356935e+02,4.104806451409032239e-04,1.463710859023316250e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.248333333334024076e+02,1.910274738941251937e-03,2.343847513577406328e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.250000000000691216e+02,3.692884914938228923e-03,3.382723787874550130e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.251666666667358356e+02,4.616291210434515964e-03,3.972307995637748036e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.253333333334025497e+02,3.999106109844078813e-03,3.750439341559750478e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.255000000000692921e+02,2.174704947536076037e-03,2.896419063244905744e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.256666666667360062e+02,4.091549796167617391e-04,2.087289707436117484e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.258333333334027202e+02,1.437992653559693856e-04,2.093928322872652768e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.260000000000694342e+02,1.990626367369106170e-03,3.245305258299454286e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.261666666667361483e+02,5.151125629522874255e-03,5.118637961152749938e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.263333333334028623e+02,7.744426117564207936e-03,6.714553034823219670e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.265000000000696048e+02,7.975718857937788217e-03,7.080467562131542714e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.266666666667362904e+02,5.470784943429296728e-03,6.022630391681441792e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.268333333334030044e+02,1.854976366158682518e-03,4.415279210434055850e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.270000000000697185e+02,2.125233375612323552e-06,3.800525325773774620e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.271666666667364325e+02,2.197971955814663481e-03,5.409478033732831315e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.273333333334031465e+02,8.289040359394921065e-03,9.175883335364528812e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.275000000000698890e+02,1.515899427642513654e-02,1.345820012914750521e-02,0.000000000000000000e+00
8.000000000000000000e+02,2.276666666667366030e+02,1.828077126576025876e-02,1.586947604286435137e-02,0.000000000000000000e+00
8.000000000000000000e+02,2.278333333334033171e+02,1.482748526836539377e-02,1.493986662281206364e-02,0.000000000000000000e+00
8.000000000000000000e+02,2.280000000000700311e+02,6.560739427899899869e-03,1.166347349337004333e-02,0.000000000000000000e+00
8.000000000000000000e+02,2.281666666667367451e+02,2.816108918631882911e-04,9.753975126531675560e-03,0.000000000000000000e+00
8.000000000000000000e+02,2.283333333334034592e+02,4.556610519514977045e-03,1.393919966510603729e-02,0.000000000000000000e+00
8.000000000000000000e+02,2.285000000000702016e+02,2.360932797463485139e-02,2.681153806458491315e-02,0.000000000000000000e+00
8.000000000000000000e+02,2.286666666667369157e+02,5.188002862279444266e-02,4.617978575687925469e-02,0.000000000000000000e+00
8.000000000000000000e+02,2.288333333334036297e+02,7.435764493840578415e-02,6.572739969853308439e-02,0.000000000000000000e+00
8.000000000000000000e+02,2.290000000000703437e+02,7.643995500827650835e-02,8.092669143280142863e-02,0.000000000000000000e+00
8.000000000000000000e+02,2.291666666667370578e+02,6.110341266033682966e-02,9.857824063178094454e-02,0.000000000000000000e+00
8.000000000000000000e+02,2.293333333334037718e+02,6.176003366493979657e-02,1.428057744024796571e-01,0.000000000000000000e+00
8.000000000000000000e+02,2.295000000000704858e+02,1.337593232068123028e-01,2.474397536772282302e-01,0.000000000000000000e+00
8.000000000000000000e+02,2.296666666667372283e+02,3.173401332007981246e-01,4.313345744092085265e-01,0.000000000000000000e+00
8.000000000000000000e+02,2.298333333334039423e+02,5.915404135523658624e-01,6.699186844639278826e-01,0.000000000000000000e+00
8.000000000000000000e+02,2.300000000000706564e+02,8.605906644340176603e-01,8.894101547780244310e-01,0.000000000000000000e+00
8.000000000000000000e+02,2.301666666667373704e+02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+02,2.303333333334040844e+02,9.379647559896472364e-01,9.509988134991453901e-01,0.000000000000000000e+00
8.000000000000000000e+02,2.305000000000707985e+02,7.069467624779710579e-01,7.652530030910569270e-01,0.000000000000000000e+00
8.000000000000000000e+02,2.306666666667375409e+02,4.200433210304480025e-01,5.234088021318896722e-01,0.000000000000000000e+00
8.000000000000000000e+02,2.308333333334042550e+02,1.932065814417373018e-01,3.116592125699537696e-01,0.000000000000000000e+00
8.000000000000000000e+02,2.310000000000709690e+02,7.886993418798345090e-02,1.756767116549573793e-01,0.000000000000000000e+00
8.000000000000000000e+02,2.311666666667376830e+02,5.656188407475339769e-02,1.112072519030560258e-01,0.000000000000000000e+00
8.000000000000000000e+02,2.313333333334043971e+02,7.125099548163320307e-02,8.673255067588291067e-02,0.000000000000000000e+00
8.000000000000000000e+02,2.315000000000711111e+02,7.806157534404473131e-02,7.230588128253234714e-02,0.000000000000000000e+00
8.000000000000000000e+02,2.316666666667378536e+02,6.255985899259002003e-02,5.436694198797416971e-02,0.000000000000000000e+00
8.000000000000000000e+02,2.318333333334045676e+02,3.449837979902709018e-02,3.407829431835133344e-02,0.000000000000000000e+00
8.000000000000000000e+02,2.320000000000712816e+02,1.046132764434346170e-02,1.804642478335989619e-02,0.000000000000000000e+00
8.000000000000000000e+02,2.321666666667379957e+02,3.188049020282976019e-04,1.046684873921594622e-02,0.000000000000000000e+00
