separation_fs,freq_THz,I_standard,I_coherence,I_amplitude
6.000000000000000000e+02,2.170000000000666489e+02,8.546964594849889608e-04,8.127878947023094549e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.171666666667333629e+02,6.498044975835412388e-04,6.851432012908693176e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.173333333334001054e+02,3.649561024002208917e-04,5.052151493156472424e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.175000000000668194e+02,1.130306893792383668e-04,3.472222616078805986e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.176666666667335335e+02,7.322410884074541088e-07,2.813244898485471471e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.178333333334002475e+02,8.633321879129932921e-05,3.458453084537213931e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.180000000000669615e+02,3.539301536721086426e-04,5.303481390177496079e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.181666666667336756e+02,7.152672785790771320e-04,7.768352528408085369e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.183333333334004180e+02,1.040060641663327059e-03,9.996821137714501614e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.185000000000671321e+02,1.204665735598833528e-03,1.117630253003473089e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.186666666667338461e+02,1.141140857996924499e-03,1.086040298719470956e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.188333333334005602e+02,8.675011153844076634e-04,9.167802671723755464e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.190000000000672742e+02,4.861225131990241487e-04,6.771766140235892803e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.191666666667339882e+02,1.488972973327643879e-04,4.671084926008165156e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.193333333334007307e+02,6.652543295680600370e-07,3.818212457413587557e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.195000000000674447e+02,1.216947150645063090e-04,4.741152204554457245e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.196666666667341588e+02,4.917206825223705046e-04,7.307056656366718713e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.198333333334008728e+02,9.911018217474715924e-04,1.072983573341776409e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.200000000000675868e+02,1.441169185487188283e-03,1.383540117166680815e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.201666666667343009e+02,1.670629170472549352e-03,1.549818458494716701e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.203333333334010433e+02,1.583764337520017452e-03,1.508947459032622526e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.205000000000677574e+02,1.203763778690010097e-03,1.276226289451890287e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.206666666667344714e+02,6.723563069395219064e-04,9.448837712620964920e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.208333333334011570e+02,2.026826543682091499e-04,6.550983927657102633e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.210000000000678710e+02,4.506661254457373478e-07,5.421685100685727640e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.211666666667345851e+02,1.819823914705966821e-04,6.826394461828812991e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.213333333334012991e+02,7.211603198318472996e-04,1.059428182200650680e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.215000000000680416e+02,1.448422801284999064e-03,1.561163852160975208e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.216666666667347556e+02,2.106361361511027881e-03,2.018736884479699258e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.218333333334014696e+02,2.444625857278706106e-03,2.267688175875262179e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.220000000000681837e+02,2.320003318312317212e-03,2.213999470127545315e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.221666666667348977e+02,1.762666581069312647e-03,1.877644885575168246e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.223333333334016118e+02,9.795661193284382635e-04,1.394822342169837808e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.225000000000683542e+02,2.881140390717830944e-04,9.743612487976261415e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.226666666667350682e+02,8.324846035708711381e-08,8.214033373928748783e-04,0.000000000000000000e+00
6.000000000000000000e+02,2.228333333334017823e+02,2.969917983828911871e-04,1.055486459473889936e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.230000000000684963e+02,1.145375632296076300e-03,1.654850370729040810e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.231666666667352104e+02,2.289218972935950537e-03,2.451464353245542179e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.233333333334019244e+02,3.330064537374342274e-03,3.183693780955670384e-03,0.000000000000000000e+00
6.000000000000000000e+02,2.235000000000686668e+02,3.871901593158761767e-03,3.591550625554979989e-03,0.000000000000000000e+00
