detune_THz,I_norm
-9.866666666598968405e+00,6.624183930952813881e-01
-9.699999999932250816e+00,3.307209435600807490e-01
-9.533333333265531451e+00,8.861097227207642701e-02
-9.366666666598844060e+00,3.746054890052775803e-03
-9.199999999932124695e+00,5.455638785960655740e-02
-9.033333333265407106e+00,1.736743824366547007e-01
-8.866666666598687740e+00,2.771414643365344155e-01
-8.699999999931968375e+00,3.199058798202558118e-01
-8.533333333265250786e+00,2.966242956657930696e-01
-8.366666666598531421e+00,2.054354467612546642e-01
-8.199999999931812056e+00,9.310733015649005906e-02
-8.033333333265094467e+00,5.056518967916025925e-02
-7.866666666598375102e+00,1.451512363619652524e-01
-7.699999999931656625e+00,3.951539481038691681e-01
-7.533333333264937259e+00,7.233660326938750051e-01
-7.366666666598218782e+00,9.248364514124576274e-01
-7.199999999931500305e+00,1.000000000000000000e+00
-7.033333333264780940e+00,7.818627538905862373e-01
-6.866666666598062463e+00,5.137851154064815296e-01
-6.699999999931343986e+00,3.296965164049933672e-01
-6.533333333264624621e+00,2.944290431986714696e-01
-6.366666666597906143e+00,4.544458846763417270e-01
-6.199999999931187666e+00,6.605193642325546399e-01
-6.033333333264469189e+00,7.422741000718321436e-01
-5.866666666597749824e+00,6.864169543799171214e-01
-5.699999999931031347e+00,5.010278492606256018e-01
-5.533333333264312870e+00,3.167551910774495938e-01
-5.366666666597593505e+00,2.178070333539509629e-01
-5.199999999930875028e+00,2.094090168322111367e-01
-5.033333333264156551e+00,2.766384430214562373e-01
-4.866666666597437185e+00,3.327892144790602913e-01
-4.699999999930718708e+00,3.772202711138706310e-01
-4.533333333264000231e+00,3.479996587811663988e-01
-4.366666666597280866e+00,2.582134395614849032e-01
-4.199999999930562389e+00,1.822643743868129773e-01
-4.033333333263843912e+00,1.016457951065000004e-01
-3.866666666597124991e+00,4.715941162126848635e-02
-3.699999999930406069e+00,1.458947386260210817e-02
-3.533333333263718679e+00,1.339954407906038085e-02
-3.366666666597000201e+00,3.616614453991900957e-02
-3.199999999930281280e+00,5.689174049230091845e-02
-3.033333333263562359e+00,7.038766331400082843e-02
-2.866666666596843882e+00,6.054502010949889407e-02
-2.699999999930124961e+00,3.513823210029258515e-02
-2.533333333263406040e+00,1.238223088178642961e-02
-2.366666666596687563e+00,4.542027354786863647e-03
-2.199999999929968642e+00,1.488852961650324706e-02
-2.033333333263250164e+00,3.259296730780379681e-02
-1.866666666596531243e+00,4.046790169853947683e-02
-1.699999999929812544e+00,3.745091106182701218e-02
-1.533333333263093845e+00,3.903676441332408487e-02
-1.366666666596374924e+00,3.819081651378466308e-02
-1.199999999929656225e+00,3.827944496443119043e-02
-1.033333333262937526e+00,2.584566345112276897e-02
-8.666666665962187155e-01,7.620380778183974239e-03
-6.999999999295000164e-01,6.529322297470364477e-04
-5.333333332627812062e-01,1.305476798254840559e-02
-3.666666665960625071e-01,3.224268603131261873e-02
-1.999999999293437525e-01,4.026012406981697989e-02
-3.333333326262499785e-02,3.002356314946534252e-02
1.333333334040937568e-01,2.712733134089852227e-02
3.000000000708125114e-01,7.423372873145074602e-02
4.666666667375312660e-01,1.773473893000352408e-01
6.333333334042500207e-01,2.858649401320974004e-01
8.000000000709687198e-01,3.323693345831867374e-01
9.666666667376875299e-01,3.204828333223209702e-01
1.133333333404406229e+00,2.195323620689086652e-01
1.300000000071124928e+00,1.173231587480961097e-01
1.466666666737843849e+00,5.486877463491302009e-02
1.633333333404562548e+00,6.707879890812455670e-02
1.800000000071281248e+00,1.227303106206535516e-01
1.966666666737999947e+00,1.881881696925348513e-01
2.133333333404718868e+00,2.097265907030722021e-01
2.300000000071406259e+00,2.019395091335670356e-01
2.466666666738125180e+00,1.301391478357039611e-01
2.633333333404843657e+00,5.157565913485590015e-02
2.800000000071562578e+00,7.126901313602908988e-03
2.966666666738281055e+00,4.108692097473332083e-03
