t_fs,lambda_t,tau_ent_t
-1.882799999999999955e+03,4.750000000000000000e+15,5.306700000000423643e+03
-1.882600000000000136e+03,4.750000000000000000e+15,5.307650000000423461e+03
-1.882400000000000091e+03,4.750000000000000000e+15,5.308600000000423279e+03
-1.882199999999999818e+03,4.750000000000000000e+15,5.309550000000424916e+03
-1.881999999999999773e+03,4.750000000000000000e+15,5.310500000000424734e+03
-1.881799999999999955e+03,4.750000000000000000e+15,5.311450000000424552e+03
-1.881599999999999909e+03,4.750000000000000000e+15,5.312400000000424370e+03
-1.881400000000000091e+03,4.750000000000000000e+15,5.313350000000424188e+03
-1.881200000000000045e+03,4.750000000000000000e+15,5.314300000000424006e+03
-1.880999999999999773e+03,4.750000000000000000e+15,5.315250000000425644e+03
-1.880799999999999727e+03,4.750000000000000000e+15,5.316200000000425462e+03
-1.880599999999999909e+03,4.750000000000000000e+15,5.317150000000425280e+03
-1.880399999999999864e+03,4.750000000000000000e+15,5.318100000000425098e+03
-1.880200000000000045e+03,4.750000000000000000e+15,5.319050000000424916e+03
-1.880000000000000000e+03,4.750000000000000000e+15,5.320000000000424734e+03
-1.879800000000000182e+03,4.750000000000000000e+15,5.320950000000424552e+03
-1.879599999999999682e+03,4.750000000000000000e+15,5.321900000000426189e+03
-1.879399999999999864e+03,4.750000000000000000e+15,5.322850000000426007e+03
-1.879199999999999818e+03,4.750000000000000000e+15,5.323800000000425825e+03
-1.879000000000000000e+03,4.750000000000000000e+15,5.324750000000425644e+03
-1.878799999999999955e+03,4.750000000000000000e+15,5.325700000000425462e+03
-1.878600000000000136e+03,4.750000000000000000e+15,5.326650000000425280e+03
-1.878400000000000091e+03,4.750000000000000000e+15,5.327600000000425098e+03
-1.878199999999999818e+03,4.750000000000000000e+15,5.328550000000426735e+03
-1.877999999999999773e+03,4.750000000000000000e+15,5.329500000000426553e+03
-1.877799999999999955e+03,4.750000000000000000e+15,5.330450000000426371e+03
-1.877599999999999909e+03,4.750000000000000000e+15,5.331400000000426189e+03
-1.877400000000000091e+03,4.750000000000000000e+15,5.332350000000426007e+03
-1.877200000000000045e+03,4.750000000000000000e+15,5.333300000000425825e+03
-1.876999999999999773e+03,4.750000000000000000e+15,5.334250000000427463e+03
-1.876799999999999727e+03,4.750000000000000000e+15,5.335200000000427281e+03
-1.876599999999999909e+03,4.750000000000000000e+15,5.336150000000427099e+03
-1.876399999999999864e+03,4.750000000000000000e+15,5.337100000000426917e+03
-1.876200000000000045e+03,4.750000000000000000e+15,5.338050000000426735e+03
-1.876000000000000000e+03,4.750000000000000000e+15,5.339000000000426553e+03
-1.875800000000000182e+03,4.750000000000000000e+15,5.339950000000426371e+03
-1.875599999999999909e+03,4.750000000000000000e+15,5.340900000000428008e+03
-1.875399999999999864e+03,4.750000000000000000e+15,5.341850000000427826e+03
-1.875199999999999818e+03,4.750000000000000000e+15,5.342800000000427644e+03
-1.875000000000000000e+03,4.750000000000000000e+15,5.343750000000427463e+03
-1.874799999999999955e+03,4.750000000000000000e+15,5.344700000000427281e+03
-1.874600000000000136e+03,4.750000000000000000e+15,5.345650000000427099e+03
-1.874399999999999864e+03,4.750000000000000000e+15,5.346600000000428736e+03
-1.874199999999999818e+03,4.750000000000000000e+15,5.347550000000428554e+03
-1.874000000000000000e+03,4.750000000000000000e+15,5.348500000000428372e+03
-1.873799999999999955e+03,4.750000000000000000e+15,5.349450000000428190e+03
-1.873599999999999909e+03,4.750000000000000000e+15,5.350400000000428008e+03
-1.873400000000000091e+03,4.750000000000000000e+15,5.351350000000427826e+03
-1.873200000000000045e+03,4.750000000000000000e+15,5.352300000000427644e+03
-1.872999999999999773e+03,4.750000000000000000e+15,5.353250000000429281e+03
-1.872799999999999955e+03,4.750000000000000000e+15,5.354200000000429100e+03
-1.872599999999999909e+03,4.750000000000000000e+15,5.355150000000428918e+03
-1.872400000000000091e+03,4.750000000000000000e+15,5.356100000000428736e+03
-1.872200000000000045e+03,4.750000000000000000e+15,5.357050000000428554e+03
-1.872000000000000000e+03,4.750000000000000000e+15,5.358000000000428372e+03
-1.871800000000000182e+03,4.750000000000000000e+15,5.358950000000428190e+03
-1.871599999999999909e+03,4.750000000000000000e+15,5.359900000000429827e+03
-1.871399999999999864e+03,4.750000000000000000e+15,5.360850000000429645e+03
-1.871200000000000045e+03,4.750000000000000000e+15,5.361800000000429463e+03
-1.871000000000000000e+03,4.750000000000000000e+15,5.362750000000429281e+03
-1.870799999999999955e+03,4.750000000000000000e+15,5.363700000000429100e+03
-1.870600000000000136e+03,4.750000000000000000e+15,5.364650000000428918e+03
-1.870399999999999864e+03,4.750000000000000000e+15,5.365600000000430555e+03
-1.870199999999999818e+03,4.750000000000000000e+15,5.366550000000430373e+03
-1.870000000000000000e+03,4.750000000000000000e+15,5.367500000000430191e+03
-1.869799999999999955e+03,4.750000000000000000e+15,5.368450000000430009e+03
-1.869600000000000136e+03,4.750000000000000000e+15,5.369400000000429827e+03
-1.869400000000000091e+03,4.750000000000000000e+15,5.370350000000429645e+03
-1.869200000000000045e+03,4.750000000000000000e+15,5.371300000000429463e+03
-1.868999999999999773e+03,4.750000000000000000e+15,5.372250000000431100e+03
-1.868799999999999955e+03,4.750000000000000000e+15,5.373200000000430919e+03
-1.868599999999999909e+03,4.750000000000000000e+15,5.374150000000430737e+03
-1.868400000000000091e+03,4.750000000000000000e+15,5.375100000000430555e+03
-1.868200000000000045e+03,4.750000000000000000e+15,5.376050000000430373e+03
-1.868000000000000227e+03,4.750000000000000000e+15,5.377000000000430191e+03
-1.867799999999999727e+03,4.750000000000000000e+15,5.377950000000431828e+03
-1.867599999999999909e+03,4.750000000000000000e+15,5.378900000000431646e+03
-1.867399999999999864e+03,4.750000000000000000e+15,5.379850000000431464e+03
-1.867200000000000045e+03,4.750000000000000000e+15,5.380800000000431282e+03
-1.867000000000000000e+03,4.750000000000000000e+15,5.381750000000431100e+03
-1.866800000000000182e+03,4.750000000000000000e+15,5.382700000000430919e+03
-1.866600000000000136e+03,4.750000000000000000e+15,5.383650000000430737e+03
-1.866399999999999864e+03,4.750000000000000000e+15,5.384600000000432374e+03
-1.866199999999999818e+03,4.750000000000000000e+15,5.385550000000432192e+03
-1.866000000000000000e+03,4.750000000000000000e+15,5.386500000000432010e+03
-1.865799999999999955e+03,4.750000000000000000e+15,5.387450000000431828e+03
-1.865600000000000136e+03,4.750000000000000000e+15,5.388400000000431646e+03
-1.865400000000000091e+03,4.750000000000000000e+15,5.389350000000431464e+03
-1.865199999999999818e+03,4.750000000000000000e+15,5.390300000000433101e+03
-1.864999999999999773e+03,4.750000000000000000e+15,5.391250000000432919e+03
-1.864799999999999955e+03,4.750000000000000000e+15,5.392200000000432738e+03
-1.864599999999999909e+03,4.750000000000000000e+15,5.393150000000432556e+03
-1.864400000000000091e+03,4.750000000000000000e+15,5.394100000000432374e+03
-1.864200000000000045e+03,4.750000000000000000e+15,5.395050000000432192e+03
-1.864000000000000227e+03,4.750000000000000000e+15,5.396000000000432010e+03
-1.863799999999999727e+03,4.750000000000000000e+15,5.396950000000433647e+03
-1.863599999999999909e+03,4.750000000000000000e+15,5.397900000000433465e+03
-1.863399999999999864e+03,4.750000000000000000e+15,5.398850000000433283e+03
-1.863200000000000045e+03,4.750000000000000000e+15,5.399800000000433101e+03
-1.863000000000000000e+03,4.750000000000000000e+15,5.400750000000432919e+03
-1.862800000000000182e+03,4.750000000000000000e+15,5.401700000000432738e+03
-1.862600000000000136e+03,4.750000000000000000e+15,5.402650000000432556e+03
-1.862399999999999864e+03,4.750000000000000000e+15,5.403600000000434193e+03
-1.862199999999999818e+03,4.750000000000000000e+15,5.404550000000434011e+03
-1.862000000000000000e+03,4.750000000000000000e+15,5.405500000000433829e+03
-1.861799999999999955e+03,4.750000000000000000e+15,5.406450000000433647e+03
-1.861600000000000136e+03,4.750000000000000000e+15,5.407400000000433465e+03
-1.861400000000000091e+03,4.750000000000000000e+15,5.408350000000433283e+03
-1.861199999999999818e+03,4.750000000000000000e+15,5.409300000000434920e+03
-1.860999999999999773e+03,4.750000000000000000e+15,5.410250000000434738e+03
-1.860799999999999955e+03,4.750000000000000000e+15,5.411200000000434557e+03
-1.860599999999999909e+03,4.750000000000000000e+15,5.412150000000434375e+03
-1.860400000000000091e+03,4.750000000000000000e+15,5.413100000000434193e+03
-1.860200000000000045e+03,4.750000000000000000e+15,5.414050000000434011e+03
-1.860000000000000227e+03,4.750000000000000000e+15,5.415000000000433829e+03
-1.859799999999999727e+03,4.750000000000000000e+15,5.415950000000435466e+03
-1.859599999999999909e+03,4.750000000000000000e+15,5.416900000000435284e+03
-1.859399999999999864e+03,4.750000000000000000e+15,5.417850000000435102e+03
-1.859200000000000045e+03,4.750000000000000000e+15,5.418800000000434920e+03
-1.859000000000000000e+03,4.750000000000000000e+15,5.419750000000434738e+03
-1.858800000000000182e+03,4.750000000000000000e+15,5.420700000000434557e+03
-1.858599999999999682e+03,4.750000000000000000e+15,5.421650000000436194e+03
-1.858399999999999864e+03,4.750000000000000000e+15,5.422600000000436012e+03
-1.858199999999999818e+03,4.750000000000000000e+15,5.423550000000435830e+03
-1.858000000000000000e+03,4.750000000000000000e+15,5.424500000000435648e+03
-1.857799999999999955e+03,4.750000000000000000e+15,5.425450000000435466e+03
-1.857600000000000136e+03,4.750000000000000000e+15,5.426400000000435284e+03
-1.857400000000000091e+03,4.750000000000000000e+15,5.427350000000435102e+03
-1.857199999999999818e+03,4.750000000000000000e+15,5.428300000000436739e+03
-1.856999999999999773e+03,4.750000000000000000e+15,5.429250000000436557e+03
-1.856799999999999955e+03,4.750000000000000000e+15,5.430200000000436376e+03
-1.856599999999999909e+03,4.750000000000000000e+15,5.431150000000436194e+03
-1.856400000000000091e+03,4.750000000000000000e+15,5.432100000000436012e+03
-1.856200000000000045e+03,4.750000000000000000e+15,5.433050000000435830e+03
-1.855999999999999773e+03,4.750000000000000000e+15,5.434000000000437467e+03
-1.855799999999999727e+03,4.750000000000000000e+15,5.434950000000437285e+03
-1.855599999999999909e+03,4.750000000000000000e+15,5.435900000000437103e+03
-1.855399999999999864e+03,4.750000000000000000e+15,5.436850000000436921e+03
-1.855200000000000045e+03,4.750000000000000000e+15,5.437800000000436739e+03
-1.855000000000000000e+03,4.750000000000000000e+15,5.438750000000436557e+03
-1.854800000000000182e+03,4.750000000000000000e+15,5.439700000000436376e+03
-1.854599999999999682e+03,4.750000000000000000e+15,5.440650000000438013e+03
-1.854399999999999864e+03,4.750000000000000000e+15,5.441600000000437831e+03
-1.854199999999999818e+03,4.750000000000000000e+15,5.442550000000437649e+03
-1.854000000000000000e+03,4.750000000000000000e+15,5.443500000000437467e+03
-1.853799999999999955e+03,4.750000000000000000e+15,5.444450000000437285e+03
-1.853600000000000136e+03,4.750000000000000000e+15,5.445400000000437103e+03
-1.853400000000000091e+03,4.750000000000000000e+15,5.446350000000436921e+03
-1.853199999999999818e+03,4.750000000000000000e+15,5.447300000000438558e+03
-1.852999999999999773e+03,4.750000000000000000e+15,5.448250000000438376e+03
-1.852799999999999955e+03,4.750000000000000000e+15,5.449200000000438195e+03
-1.852599999999999909e+03,4.750000000000000000e+15,5.450150000000438013e+03
-1.852400000000000091e+03,4.750000000000000000e+15,5.451100000000437831e+03
-1.852200000000000045e+03,4.750000000000000000e+15,5.452050000000437649e+03
-1.851999999999999773e+03,4.750000000000000000e+15,5.453000000000439286e+03
-1.851799999999999955e+03,4.750000000000000000e+15,5.453950000000439104e+03
-1.851599999999999909e+03,4.750000000000000000e+15,5.454900000000438922e+03
-1.851399999999999864e+03,4.750000000000000000e+15,5.455850000000438740e+03
-1.851200000000000045e+03,4.750000000000000000e+15,5.456800000000438558e+03
-1.851000000000000000e+03,4.750000000000000000e+15,5.457750000000438376e+03
-1.850800000000000182e+03,4.750000000000000000e+15,5.458700000000438195e+03
-1.850599999999999909e+03,4.750000000000000000e+15,5.459650000000439832e+03
-1.850399999999999864e+03,4.750000000000000000e+15,5.460600000000439650e+03
-1.850199999999999818e+03,4.750000000000000000e+15,5.461550000000439468e+03
-1.850000000000000000e+03,4.750000000000000000e+15,5.462500000000439286e+03
-1.849799999999999955e+03,4.750000000000000000e+15,5.463450000000439104e+03
-1.849600000000000136e+03,4.750000000000000000e+15,5.464400000000438922e+03
-1.849399999999999864e+03,4.750000000000000000e+15,5.465350000000440559e+03
-1.849199999999999818e+03,4.750000000000000000e+15,5.466300000000440377e+03
-1.849000000000000000e+03,4.750000000000000000e+15,5.467250000000440195e+03
-1.848799999999999955e+03,4.750000000000000000e+15,5.468200000000440014e+03
-1.848599999999999909e+03,4.750000000000000000e+15,5.469150000000439832e+03
-1.848400000000000091e+03,4.750000000000000000e+15,5.470100000000439650e+03
-1.848200000000000045e+03,4.750000000000000000e+15,5.471050000000439468e+03
-1.847999999999999773e+03,4.750000000000000000e+15,5.472000000000441105e+03
-1.847799999999999955e+03,4.750000000000000000e+15,5.472950000000440923e+03
-1.847599999999999909e+03,4.750000000000000000e+15,5.473900000000440741e+03
-1.847400000000000091e+03,4.750000000000000000e+15,5.474850000000440559e+03
-1.847200000000000045e+03,4.750000000000000000e+15,5.475800000000440377e+03
-1.847000000000000000e+03,4.750000000000000000e+15,5.476750000000440195e+03
-1.846799999999999727e+03,4.750000000000000000e+15,5.477700000000441833e+03
-1.846599999999999909e+03,4.750000000000000000e+15,5.478650000000441651e+03
-1.846399999999999864e+03,4.750000000000000000e+15,5.479600000000441469e+03
-1.846200000000000045e+03,4.750000000000000000e+15,5.480550000000441287e+03
-1.846000000000000000e+03,4.750000000000000000e+15,5.481500000000441105e+03
-1.845800000000000182e+03,4.750000000000000000e+15,5.482450000000440923e+03
-1.845600000000000136e+03,4.750000000000000000e+15,5.483400000000440741e+03
-1.845399999999999864e+03,4.750000000000000000e+15,5.484350000000442378e+03
-1.845199999999999818e+03,4.750000000000000000e+15,5.485300000000442196e+03
-1.845000000000000000e+03,4.750000000000000000e+15,5.486250000000442014e+03
-1.844799999999999955e+03,4.750000000000000000e+15,5.487200000000441833e+03
-1.844600000000000136e+03,4.750000000000000000e+15,5.488150000000441651e+03
-1.844400000000000091e+03,4.750000000000000000e+15,5.489100000000441469e+03
-1.844200000000000045e+03,4.750000000000000000e+15,5.490050000000441287e+03
-1.843999999999999773e+03,4.750000000000000000e+15,5.491000000000442924e+03
-1.843799999999999955e+03,4.750000000000000000e+15,5.491950000000442742e+03
-1.843599999999999909e+03,4.750000000000000000e+15,5.492900000000442560e+03
-1.843400000000000091e+03,4.750000000000000000e+15,5.493850000000442378e+03
-1.843200000000000045e+03,4.750000000000000000e+15,5.494800000000442196e+03
-1.843000000000000227e+03,4.750000000000000000e+15,5.495750000000442014e+03
-1.842799999999999727e+03,4.750000000000000000e+15,5.496700000000443652e+03
-1.842599999999999909e+03,4.750000000000000000e+15,5.497650000000443470e+03
-1.842399999999999864e+03,4.750000000000000000e+15,5.498600000000443288e+03
-1.842200000000000045e+03,4.750000000000000000e+15,5.499550000000443106e+03
-1.842000000000000000e+03,4.750000000000000000e+15,5.500500000000442924e+03
-1.841800000000000182e+03,4.750000000000000000e+15,5.501450000000442742e+03
-1.841600000000000136e+03,4.750000000000000000e+15,5.502400000000442560e+03
-1.841399999999999864e+03,4.750000000000000000e+15,5.503350000000444197e+03
-1.841199999999999818e+03,4.750000000000000000e+15,5.504300000000444015e+03
-1.841000000000000000e+03,4.750000000000000000e+15,5.505250000000443833e+03
-1.840799999999999955e+03,4.750000000000000000e+15,5.506200000000443652e+03
-1.840600000000000136e+03,4.750000000000000000e+15,5.507150000000443470e+03
-1.840400000000000091e+03,4.750000000000000000e+15,5.508100000000443288e+03
-1.840199999999999818e+03,4.750000000000000000e+15,5.509050000000444925e+03
-1.839999999999999773e+03,4.750000000000000000e+15,5.510000000000444743e+03
-1.839799999999999955e+03,4.750000000000000000e+15,5.510950000000444561e+03
-1.839599999999999909e+03,4.750000000000000000e+15,5.511900000000444379e+03
-1.839400000000000091e+03,4.750000000000000000e+15,5.512850000000444197e+03
-1.839200000000000045e+03,4.750000000000000000e+15,5.513800000000444015e+03
-1.839000000000000227e+03,4.750000000000000000e+15,5.514750000000443833e+03
-1.838799999999999727e+03,4.750000000000000000e+15,5.515700000000445471e+03
-1.838599999999999909e+03,4.750000000000000000e+15,5.516650000000445289e+03
-1.838399999999999864e+03,4.750000000000000000e+15,5.517600000000445107e+03
-1.838200000000000045e+03,4.750000000000000000e+15,5.518550000000444925e+03
-1.838000000000000000e+03,4.750000000000000000e+15,5.519500000000444743e+03
-1.837800000000000182e+03,4.750000000000000000e+15,5.520450000000444561e+03
-1.837599999999999682e+03,4.750000000000000000e+15,5.521400000000446198e+03
-1.837399999999999864e+03,4.750000000000000000e+15,5.522350000000446016e+03
-1.837199999999999818e+03,4.750000000000000000e+15,5.523300000000445834e+03
-1.837000000000000000e+03,4.750000000000000000e+15,5.524250000000445652e+03
-1.836799999999999955e+03,4.750000000000000000e+15,5.525200000000445471e+03
-1.836600000000000136e+03,4.750000000000000000e+15,5.526150000000445289e+03
-1.836400000000000091e+03,4.750000000000000000e+15,5.527100000000445107e+03
-1.836199999999999818e+03,4.750000000000000000e+15,5.528050000000446744e+03
-1.835999999999999773e+03,4.750000000000000000e+15,5.529000000000446562e+03
-1.835799999999999955e+03,4.750000000000000000e+15,5.529950000000446380e+03
-1.835599999999999909e+03,4.750000000000000000e+15,5.530900000000446198e+03
-1.835400000000000091e+03,4.750000000000000000e+15,5.531850000000446016e+03
-1.835200000000000045e+03,4.750000000000000000e+15,5.532800000000445834e+03
-1.835000000000000227e+03,4.750000000000000000e+15,5.533750000000445652e+03
-1.834799999999999727e+03,4.750000000000000000e+15,5.534700000000447289e+03
-1.834599999999999909e+03,4.750000000000000000e+15,5.535650000000447108e+03
-1.834399999999999864e+03,4.750000000000000000e+15,5.536600000000446926e+03
-1.834200000000000045e+03,4.750000000000000000e+15,5.537550000000446744e+03
-1.834000000000000000e+03,4.750000000000000000e+15,5.538500000000446562e+03
-1.833800000000000182e+03,4.750000000000000000e+15,5.539450000000446380e+03
-1.833599999999999682e+03,4.750000000000000000e+15,5.540400000000448017e+03
-1.833399999999999864e+03,4.750000000000000000e+15,5.541350000000447835e+03
-1.833199999999999818e+03,4.750000000000000000e+15,5.542300000000447653e+03
-1.833000000000000000e+03,4.750000000000000000e+15,5.543250000000447471e+03
-1.832799999999999955e+03,4.750000000000000000e+15,5.544200000000447289e+03
-1.832600000000000136e+03,4.750000000000000000e+15,5.545150000000447108e+03
-1.832400000000000091e+03,4.750000000000000000e+15,5.546100000000446926e+03
-1.832199999999999818e+03,4.750000000000000000e+15,5.547050000000448563e+03
-1.831999999999999773e+03,4.750000000000000000e+15,5.548000000000448381e+03
-1.831799999999999955e+03,4.750000000000000000e+15,5.548950000000448199e+03
-1.831599999999999909e+03,4.750000000000000000e+15,5.549900000000448017e+03
-1.831400000000000091e+03,4.750000000000000000e+15,5.550850000000447835e+03
-1.831200000000000045e+03,4.750000000000000000e+15,5.551800000000447653e+03
-1.830999999999999773e+03,4.750000000000000000e+15,5.552750000000449290e+03
-1.830799999999999727e+03,4.750000000000000000e+15,5.553700000000449108e+03
-1.830599999999999909e+03,4.750000000000000000e+15,5.554650000000448927e+03
-1.830399999999999864e+03,4.750000000000000000e+15,5.555600000000448745e+03
-1.830200000000000045e+03,4.750000000000000000e+15,5.556550000000448563e+03
-1.830000000000000000e+03,4.750000000000000000e+15,5.557500000000448381e+03
-1.829800000000000182e+03,4.750000000000000000e+15,5.558450000000448199e+03
-1.829599999999999909e+03,4.750000000000000000e+15,5.559400000000449836e+03
-1.829399999999999864e+03,4.750000000000000000e+15,5.560350000000449654e+03
-1.829199999999999818e+03,4.750000000000000000e+15,5.561300000000449472e+03
-1.829000000000000000e+03,4.750000000000000000e+15,5.562250000000449290e+03
-1.828799999999999955e+03,4.750000000000000000e+15,5.563200000000449108e+03
-1.828600000000000136e+03,4.750000000000000000e+15,5.564150000000448927e+03
-1.828399999999999864e+03,4.750000000000000000e+15,5.565100000000450564e+03
-1.828199999999999818e+03,4.750000000000000000e+15,5.566050000000450382e+03
-1.827999999999999773e+03,4.750000000000000000e+15,5.567000000000450200e+03
-1.827799999999999955e+03,4.750000000000000000e+15,5.567950000000450018e+03
-1.827599999999999909e+03,4.750000000000000000e+15,5.568900000000449836e+03
-1.827400000000000091e+03,4.750000000000000000e+15,5.569850000000449654e+03
-1.827200000000000045e+03,4.750000000000000000e+15,5.570800000000449472e+03
-1.826999999999999773e+03,4.750000000000000000e+15,5.571750000000451109e+03
-1.826799999999999955e+03,4.750000000000000000e+15,5.572700000000450927e+03
-1.826599999999999909e+03,4.750000000000000000e+15,5.573650000000450746e+03
-1.826399999999999864e+03,4.750000000000000000e+15,5.574600000000450564e+03
-1.826200000000000045e+03,4.750000000000000000e+15,5.575550000000450382e+03
-1.826000000000000000e+03,4.750000000000000000e+15,5.576500000000450200e+03
-1.825800000000000182e+03,4.750000000000000000e+15,5.577450000000450018e+03
-1.825599999999999909e+03,4.750000000000000000e+15,5.578400000000451655e+03
-1.825399999999999864e+03,4.750000000000000000e+15,5.579350000000451473e+03
-1.825200000000000045e+03,4.750000000000000000e+15,5.580300000000451291e+03
-1.825000000000000000e+03,4.750000000000000000e+15,5.581250000000451109e+03
-1.824799999999999955e+03,4.750000000000000000e+15,5.582200000000450927e+03
-1.824600000000000136e+03,4.750000000000000000e+15,5.583150000000450746e+03
-1.824399999999999864e+03,4.750000000000000000e+15,5.584100000000452383e+03
-1.824199999999999818e+03,4.750000000000000000e+15,5.585050000000452201e+03
-1.824000000000000000e+03,4.750000000000000000e+15,5.586000000000452019e+03
-1.823799999999999955e+03,4.750000000000000000e+15,5.586950000000451837e+03
-1.823600000000000136e+03,4.750000000000000000e+15,5.587900000000451655e+03
-1.823400000000000091e+03,4.750000000000000000e+15,5.588850000000451473e+03
-1.823200000000000045e+03,4.750000000000000000e+15,5.589800000000451291e+03
-1.822999999999999773e+03,4.750000000000000000e+15,5.590750000000452928e+03
-1.822799999999999955e+03,4.750000000000000000e+15,5.591700000000452746e+03
-1.822599999999999909e+03,4.750000000000000000e+15,5.592650000000452565e+03
-1.822400000000000091e+03,4.750000000000000000e+15,5.593600000000452383e+03
-1.822200000000000045e+03,4.750000000000000000e+15,5.594550000000452201e+03
-1.822000000000000000e+03,4.750000000000000000e+15,5.595500000000452019e+03
-1.821799999999999727e+03,4.750000000000000000e+15,5.596450000000453656e+03
-1.821599999999999909e+03,4.750000000000000000e+15,5.597400000000453474e+03
-1.821399999999999864e+03,4.750000000000000000e+15,5.598350000000453292e+03
-1.821200000000000045e+03,4.750000000000000000e+15,5.599300000000453110e+03
-1.821000000000000000e+03,4.750000000000000000e+15,5.600250000000452928e+03
-1.820800000000000182e+03,4.750000000000000000e+15,5.601200000000452746e+03
-1.820600000000000136e+03,4.750000000000000000e+15,5.602150000000452565e+03
-1.820399999999999864e+03,4.750000000000000000e+15,5.603100000000454202e+03
-1.820199999999999818e+03,4.750000000000000000e+15,5.604050000000454020e+03
-1.820000000000000000e+03,4.750000000000000000e+15,5.605000000000453838e+03
-1.819799999999999955e+03,4.750000000000000000e+15,5.605950000000453656e+03
-1.819600000000000136e+03,4.750000000000000000e+15,5.606900000000453474e+03
-1.819400000000000091e+03,4.750000000000000000e+15,5.607850000000453292e+03
-1.819199999999999818e+03,4.750000000000000000e+15,5.608800000000454929e+03
-1.818999999999999773e+03,4.750000000000000000e+15,5.609750000000454747e+03
-1.818799999999999955e+03,4.750000000000000000e+15,5.610700000000454565e+03
-1.818599999999999909e+03,4.750000000000000000e+15,5.611650000000454384e+03
-1.818400000000000091e+03,4.750000000000000000e+15,5.612600000000454202e+03
-1.818199999999999818e+03,4.750000000000000000e+15,5.613550000000454929e+03
-1.818000000000000000e+03,4.750000000000000000e+15,5.614500000000454747e+03
-1.817799999999999955e+03,4.750000000000000000e+15,5.615450000000454565e+03
-1.817600000000000136e+03,4.750000000000000000e+15,5.616400000000454384e+03
-1.817399999999999864e+03,4.750000000000000000e+15,5.617350000000455111e+03
-1.817200000000000045e+03,4.750000000000000000e+15,5.618300000000454929e+03
-1.817000000000000000e+03,4.750000000000000000e+15,5.619250000000454747e+03
-1.816799999999999955e+03,4.750000000000000000e+15,5.620200000000455475e+03
-1.816599999999999909e+03,4.750000000000000000e+15,5.621150000000455293e+03
-1.816400000000000091e+03,4.750000000000000000e+15,5.622100000000455111e+03
-1.816199999999999818e+03,4.750000000000000000e+15,5.623050000000455839e+03
-1.816000000000000000e+03,4.750000000000000000e+15,5.624000000000455657e+03
-1.815799999999999955e+03,4.750000000000000000e+15,5.624950000000455475e+03
-1.815600000000000136e+03,4.750000000000000000e+15,5.625900000000455293e+03
-1.815399999999999864e+03,4.750000000000000000e+15,5.626850000000456021e+03
-1.815200000000000045e+03,4.750000000000000000e+15,5.627800000000455839e+03
-1.815000000000000000e+03,4.750000000000000000e+15,5.628750000000455657e+03
-1.814799999999999955e+03,4.750000000000000000e+15,5.629700000000456384e+03
-1.814599999999999909e+03,4.750000000000000000e+15,5.630650000000456203e+03
-1.814400000000000091e+03,4.750000000000000000e+15,5.631600000000456021e+03
-1.814199999999999818e+03,4.750000000000000000e+15,5.632550000000456748e+03
-1.814000000000000000e+03,4.750000000000000000e+15,5.633500000000456566e+03
-1.813799999999999955e+03,4.750000000000000000e+15,5.634450000000456384e+03
-1.813599999999999909e+03,4.750000000000000000e+15,5.635400000000457112e+03
-1.813399999999999864e+03,4.750000000000000000e+15,5.636350000000456930e+03
-1.813200000000000045e+03,4.750000000000000000e+15,5.637300000000456748e+03
-1.813000000000000000e+03,4.750000000000000000e+15,5.638250000000456566e+03
-1.812799999999999955e+03,4.750000000000000000e+15,5.639200000000457294e+03
-1.812599999999999909e+03,4.750000000000000000e+15,5.640150000000457112e+03
-1.812400000000000091e+03,4.750000000000000000e+15,5.641100000000456930e+03
-1.812199999999999818e+03,4.750000000000000000e+15,5.642050000000457658e+03
-1.812000000000000000e+03,4.750000000000000000e+15,5.643000000000457476e+03
-1.811799999999999955e+03,4.750000000000000000e+15,5.643950000000457294e+03
-1.811599999999999909e+03,4.750000000000000000e+15,5.644900000000458022e+03
-1.811399999999999864e+03,4.750000000000000000e+15,5.645850000000457840e+03
-1.811200000000000045e+03,4.750000000000000000e+15,5.646800000000457658e+03
-1.811000000000000000e+03,4.750000000000000000e+15,5.647750000000457476e+03
-1.810799999999999955e+03,4.750000000000000000e+15,5.648700000000458203e+03
-1.810599999999999909e+03,4.750000000000000000e+15,5.649650000000458022e+03
-1.810400000000000091e+03,4.750000000000000000e+15,5.650600000000457840e+03
-1.810199999999999818e+03,4.750000000000000000e+15,5.651550000000458567e+03
-1.810000000000000000e+03,4.750000000000000000e+15,5.652500000000458385e+03
-1.809799999999999955e+03,4.750000000000000000e+15,5.653450000000458203e+03
-1.809599999999999909e+03,4.750000000000000000e+15,5.654400000000458931e+03
-1.809399999999999864e+03,4.750000000000000000e+15,5.655350000000458749e+03
-1.809200000000000045e+03,4.750000000000000000e+15,5.656300000000458567e+03
-1.808999999999999773e+03,4.750000000000000000e+15,5.657250000000459295e+03
-1.808799999999999955e+03,4.750000000000000000e+15,5.658200000000459113e+03
-1.808599999999999909e+03,4.750000000000000000e+15,5.659150000000458931e+03
-1.808400000000000091e+03,4.750000000000000000e+15,5.660100000000458749e+03
-1.808199999999999818e+03,4.750000000000000000e+15,5.661050000000459477e+03
-1.808000000000000000e+03,4.750000000000000000e+15,5.662000000000459295e+03
-1.807799999999999955e+03,4.750000000000000000e+15,5.662950000000459113e+03
-1.807599999999999909e+03,4.750000000000000000e+15,5.663900000000459841e+03
