wavelength_nm,v_g_over_c,enhancement,V_standard,V_enz
1.274749498997995943e+03,5.688821815130273851e-01,1.757833225397129162e+00,4.493289641172215632e-01,2.450564760976128575e-01
1.276953907815631283e+03,5.668206297882457667e-01,1.764226542660563446e+00,4.493289641172215632e-01,2.438062969005455882e-01
1.279158316633266622e+03,5.647479711895611043e-01,1.770701358862153185e+00,4.493289641172215632e-01,2.425466812598532640e-01
1.281362725450901735e+03,5.626640829754170348e-01,1.777259345775035637e+00,4.493289641172215632e-01,2.412775190614136478e-01
1.283567134268537075e+03,5.605688399091299789e-01,1.783902223609330928e+00,4.493289641172215632e-01,2.399986984241728183e-01
1.285771543086172414e+03,5.584621141870128591e-01,1.790631762829177021e+00,4.493289641172215632e-01,2.387101056676885213e-01
1.287975951903807527e+03,5.563437753638017513e-01,1.797449786053748166e+00,4.493289641172215632e-01,2.374116252791824977e-01
1.290180360721442867e+03,5.542136902752652361e-01,1.804358170046869381e+00,4.493289641172215632e-01,2.361031398801128056e-01
1.292384769539078206e+03,5.520717229578657737e-01,1.811358847800143890e+00,4.493289641172215632e-01,2.347845301922781847e-01
1.294589178356713546e+03,5.499177345653299964e-01,1.818453810714846908e+00,4.493289641172215632e-01,2.334556750034655348e-01
1.296793587174348659e+03,5.477515832819865871e-01,1.825645110888146183e+00,4.493289641172215632e-01,2.321164511326606616e-01
1.298997995991983998e+03,5.455731242327102049e-01,1.832934863509620760e+00,4.493289641172215632e-01,2.307667333948356936e-01
1.301202404809619111e+03,5.433822093893188043e-01,1.840325249374380467e+00,4.493289641172215632e-01,2.294063945653440906e-01
1.303406813627254451e+03,5.411786874732354979e-01,1.847818517519605575e+00,4.493289641172215632e-01,2.280353053439374555e-01
1.305611222444889790e+03,5.389624038542482065e-01,1.855416987991671318e+00,4.493289641172215632e-01,2.266533343184459481e-01
1.307815631262525130e+03,5.367332004451609295e-01,1.863123054751616658e+00,4.493289641172215632e-01,2.252603479281456156e-01
1.310020040080160243e+03,5.344909155921364619e-01,1.870939188727181124e+00,4.493289641172215632e-01,2.238562104268569941e-01
1.312224448897795583e+03,5.322353839605130643e-01,1.878867941020228693e+00,4.493289641172215632e-01,2.224407838458167253e-01
1.314428857715430922e+03,5.299664364158629404e-01,1.886911946278996499e+00,4.493289641172215632e-01,2.210139279563706483e-01
1.316633266533066035e+03,5.276838999000467156e-01,1.895073926245274709e+00,4.493289641172215632e-01,2.195755002325441019e-01
1.318837675350701375e+03,5.253875973020066814e-01,1.903356693487329387e+00,4.493289641172215632e-01,2.181253558135514969e-01
1.321042084168336714e+03,5.230773473230205806e-01,1.911763155330183261e+00,4.493289641172215632e-01,2.166633474663146597e-01
1.323246492985972054e+03,5.207529643361235028e-01,1.920296317995692226e+00,4.493289641172215632e-01,2.151893255480680500e-01
1.325450901803607167e+03,5.184142582393848064e-01,1.928959290965790663e+00,4.493289641172215632e-01,2.137031379691355648e-01
1.327655310621242506e+03,5.160610343027097757e-01,1.937755291583248107e+00,4.493289641172215632e-01,2.122046301559798731e-01
1.329859719438877619e+03,5.136930930078125179e-01,1.946687649905371575e+00,4.493289641172215632e-01,2.106936450146288387e-01
1.332064128256512959e+03,5.113102298809826252e-01,1.955759813827252058e+00,4.493289641172215632e-01,2.091700228946004603e-01
1.334268537074148298e+03,5.089122353182449210e-01,1.964975354492423554e+00,4.493289641172215632e-01,2.076336015534592239e-01
1.336472945891783638e+03,5.064988944024870765e-01,1.974337972010170805e+00,4.493289641172215632e-01,2.060842161221545232e-01
1.338677354709418751e+03,5.040699867120939093e-01,1.983851501500252912e+00,4.493289641172215632e-01,2.045216990713017990e-01
1.340881763527054090e+03,5.016252861206046409e-01,1.993519919487416470e+00,4.493289641172215632e-01,2.029458801785920252e-01
1.343086172344689430e+03,4.991645605868729740e-01,2.003347350669866245e+00,4.493289641172215632e-01,2.013565864975323527e-01
1.345290581162324543e+03,4.966875719351686591e-01,2.013338075087828916e+00,4.493289641172215632e-01,1.997536423277390949e-01
1.347494989979959882e+03,4.941940756246273048e-01,2.023496535720442857e+00,4.493289641172215632e-01,1.981368691870337151e-01
1.349699398797595222e+03,4.916838205074128831e-01,2.033827346541543513e+00,4.493289641172215632e-01,1.965060857856179566e-01
1.351903807615230562e+03,4.891565485749030384e-01,2.044335301067472077e+00,4.493289641172215632e-01,1.948611080026297904e-01
1.354108216432865675e+03,4.866119946911673377e-01,2.055025381432816989e+00,4.493289641172215632e-01,1.932017488654177995e-01
1.356312625250501014e+03,4.840498863129513718e-01,2.065902768033030412e+00,4.493289641172215632e-01,1.915278185319092552e-01
1.358517034068136127e+03,4.814699431953209374e-01,2.076972849776260510e+00,4.493289641172215632e-01,1.898391242764823350e-01
1.360721442885771467e+03,4.788718770820532544e-01,2.088241234990404482e+00,4.493289641172215632e-01,1.881354704797975064e-01
1.362925851703406806e+03,4.762553913798060479e-01,2.099713763035421454e+00,4.493289641172215632e-01,1.864166586230990852e-01
1.365130260521042146e+03,4.736201808150016235e-01,2.111396516675468682e+00,4.493289641172215632e-01,1.846824872875385548e-01
1.367334669338677486e+03,4.709659310722983938e-01,2.123295835270277987e+00,4.493289641172215632e-01,1.829327521591448402e-01
1.369539078156312598e+03,4.682923184134230032e-01,2.135418328850675174e+00,4.493289641172215632e-01,1.811672460401225482e-01
1.371743486973947938e+03,4.655990092750411091e-01,2.147770893149119065e+00,4.493289641172215632e-01,1.793857588672381487e-01
1.373947895791583051e+03,4.628856598442433468e-01,2.160360725662770598e+00,4.493289641172215632e-01,1.775880777381356468e-01
1.376152304609218390e+03,4.601519156100959962e-01,2.173195342833990296e+00,4.493289641172215632e-01,1.757739869465082816e-01
1.378356713426853730e+03,4.573974108895900170e-01,2.186282598441265268e+00,4.493289641172215632e-01,1.739432680271617848e-01
1.380561122244489070e+03,4.546217683261762343e-01,2.199630703302646761e+00,4.493289641172215632e-01,1.720956998121110082e-01
1.382765531062124182e+03,4.518245983589189718e-01,2.213248246403847208e+00,4.493289641172215632e-01,1.702310584989769615e-01
1.384969939879759522e+03,4.490054986601350051e-01,2.227144217574333673e+00,4.493289641172215632e-01,1.683491177330908584e-01
1.387174348697394862e+03,4.461640535392044637e-01,2.241328031847213520e+00,4.493289641172215632e-01,1.664496487048713336e-01
1.389378757515029974e+03,4.432998333100200972e-01,2.255809555652716902e+00,4.493289641172215632e-01,1.645324202642039768e-01
1.391583166332665314e+03,4.404123936193305999e-01,2.270599135010600289e+00,4.493289641172215632e-01,1.625971990537521394e-01
1.393787575150300654e+03,4.375012747329821150e-01,2.285707625904232820e+00,4.493289641172215632e-01,1.606437496633469353e-01
1.395991983967935994e+03,4.345660007767750965e-01,2.301146427038762265e+00,4.493289641172215632e-01,1.586718348078342833e-01
1.398196392785571106e+03,4.316060789283619470e-01,2.316927515207634958e+00,4.493289641172215632e-01,1.566812155310377264e-01
1.400400801603206446e+03,4.286209985562656199e-01,2.333063483516495840e+00,4.493289641172215632e-01,1.546716514387953267e-01
1.402605210420841559e+03,4.256102303017217370e-01,2.349567582741336924e+00,4.493289641172215632e-01,1.526429009643653079e-01
1.404809619238476898e+03,4.225732250986309335e-01,2.366453766129159142e+00,4.493289641172215632e-01,1.505947216698816649e-01
1.407014028056112238e+03,4.195094131264417436e-01,2.383736737984937903e+00,4.493289641172215632e-01,1.485268705879668194e-01
1.409218436873747578e+03,4.164182026902573663e-01,2.401432006428945165e+00,4.493289641172215632e-01,1.464391046080896486e-01
1.411422845691382690e+03,4.132989790218898896e-01,2.419555940754056778e+00,4.493289641172215632e-01,1.443311809128073331e-01
1.413627254509018030e+03,4.101511029949187481e-01,2.438125833864669190e+00,4.493289641172215632e-01,1.422028574696329317e-01
1.415831663326653143e+03,4.069739097460914889e-01,2.457159970337886801e+00,4.493289641172215632e-01,1.400538935849721944e-01
1.418036072144288482e+03,4.037667071945762465e-01,2.476677700715173902e+00,4.493289641172215632e-01,1.378840505273480344e-01
1.420240480961923822e+03,4.005287744496527913e-01,2.496699522709826979e+00,4.493289641172215632e-01,1.356930922280225049e-01
1.422444889779559162e+03,3.972593600963865157e-01,2.517247170104113696e+00,4.493289641172215632e-01,1.334807860681265779e-01
1.424649298597194502e+03,3.939576803476481648e-01,2.538343710211588000e+00,4.493289641172215632e-01,1.312469037625450530e-01
1.426853707414829614e+03,3.906229170495105762e-01,2.560013650897118964e+00,4.493289641172215632e-01,1.289912223521029744e-01
1.429058116232464954e+03,3.872542155255343510e-01,2.582283058282326405e+00,4.493289641172215632e-01,1.267135253170647569e-01
1.431262525050100066e+03,3.838506822437406929e-01,2.605179686420386886e+00,4.493289641172215632e-01,1.244136038266416555e-01
1.433466933867735406e+03,3.804113822880860751e-01,2.628733120405683632e+00,4.493289641172215632e-01,1.220912581411031927e-01
1.435671342685370746e+03,3.769353366140392181e-01,2.652974934594535927e+00,4.493289641172215632e-01,1.197462991852912412e-01
1.437875751503006086e+03,3.734215190652586114e-01,2.677938867859517735e+00,4.493289641172215632e-01,1.173785503148137010e-01
1.440080160320641426e+03,3.698688531254439305e-01,2.703661018087517132e+00,4.493289641172215632e-01,1.149878492990766138e-01
1.442284569138276538e+03,3.662762083760242593e-01,2.730180058469389159e+00,4.493289641172215632e-01,1.125740505485916809e-01
1.444488977955911650e+03,3.626423966264311627e-01,2.757537478526345787e+00,4.493289641172215632e-01,1.101370276177745244e-01
1.446693386773546990e+03,3.589661676791646161e-01,2.785777853287210171e+00,4.493289641172215632e-01,1.076766760188019867e-01
1.448897795591182330e+03,3.552462046865945688e-01,2.814949144586133656e+00,4.493289641172215632e-01,1.051929163871093142e-01
1.451102204408817670e+03,3.514811190503030480e-01,2.845103039110566279e+00,4.493289641172215632e-01,1.026856980449012274e-01
1.453306613226453010e+03,3.476694448066094956e-01,2.876295328616663927e+00,4.493289641172215632e-01,1.001550030157536547e-01
1.455511022044088122e+03,3.438096324335293552e-01,2.908586338671984795e+00,4.493289641172215632e-01,9.760085055115512442e-02
1.457715430861723462e+03,3.399000420045289461e-01,2.942041413418464924e+00,4.493289641172215632e-01,9.502330223884596083e-02
1.459919839679358574e+03,3.359389356027997486e-01,2.976731465215924022e+00,4.493289641172215632e-01,9.242246777331011853e-02
1.462124248496993914e+03,3.319244688959570033e-01,3.012733599683649288e+00,4.493289641172215632e-01,8.979851148098723368e-02
1.464328657314629254e+03,3.278546817546508230e-01,3.050131828675081369e+00,4.493289641172215632e-01,8.715165970703078746e-02
1.466533066132264594e+03,3.237274877789700356e-01,3.089017886188167861e+00,4.493289641172215632e-01,8.448220918710711014e-02
1.468737474949899934e+03,3.195406625729852457e-01,3.129492165247023117e+00,4.493289641172215632e-01,8.179053654723811295e-02
1.470941883767535046e+03,3.152918305794518150e-01,3.171664797537484759e+00,4.493289641172215632e-01,7.907710909758305928e-02
1.473146292585170386e+03,3.109784502523608718e-01,3.215656902233881453e+00,4.493289641172215632e-01,7.634249711292247220e-02
1.475350701402805498e+03,3.065977973033046089e-01,3.261602036268842042e+00,4.493289641172215632e-01,7.358738782423383806e-02
1.477555110220440838e+03,3.021469457065149022e-01,3.309647885606404216e+00,4.493289641172215632e-01,7.081260138295113193e-02
1.479759519038076178e+03,2.976227460846574413e-01,3.359958246321517628e+00,4.493289641172215632e-01,6.801910910340065730e-02
1.481963927855711518e+03,2.930218010197006562e-01,3.412715356059009775e+00,4.493289641172215632e-01,6.520805434063815798e-02
1.484168336673346857e+03,2.883404367364120757e-01,3.468122651538310564e+00,4.493289641172215632e-01,6.238077642198272543e-02
