t_s,tau_ent_s,lambda_s_inv,norm2
7.425000000000032e-13,0.7424999999999952,1000000000000.0,0.22650216549097163
7.450000000000033e-13,0.7449999999999951,1000000000000.0,0.2253724806407748
7.475000000000033e-13,0.7474999999999951,1000000000000.0,0.22424843012020138
7.500000000000034e-13,0.749999999999995,1000000000000.0,0.22312998582790025
7.525000000000034e-13,0.752499999999995,1000000000000.0,0.22201711980267697
7.550000000000034e-13,0.7549999999999949,1000000000000.0,0.2209098042227939
7.575000000000035e-13,0.7574999999999948,1000000000000.0,0.219808011405275
7.600000000000035e-13,0.7599999999999948,1000000000000.0,0.21871171380521381
7.625000000000036e-13,0.7624999999999947,1000000000000.0,0.21762088401508461
7.650000000000036e-13,0.7649999999999947,1000000000000.0,0.21653549476405748
7.675000000000036e-13,0.7674999999999946,1000000000000.0,0.2154555189173163
7.700000000000037e-13,0.7699999999999946,1000000000000.0,0.21438092947538054
7.725000000000037e-13,0.7724999999999945,1000000000000.0,0.21331169957343019
7.750000000000038e-13,0.7749999999999945,1000000000000.0,0.21224780248063424
7.775000000000038e-13,0.7774999999999944,1000000000000.0,0.21118921159948226
7.800000000000038e-13,0.7799999999999944,1000000000000.0,0.21013590046511937
7.825000000000039e-13,0.7824999999999943,1000000000000.0,0.20908784274468503
7.850000000000039e-13,0.7849999999999943,1000000000000.0,0.2080450122366544
7.87500000000004e-13,0.7874999999999942,1000000000000.0,0.20700738287018317
7.90000000000004e-13,0.7899999999999942,1000000000000.0,0.2059749287044562
7.92500000000004e-13,0.7924999999999941,1000000000000.0,0.20494762392803864
7.950000000000041e-13,0.794999999999994,1000000000000.0,0.2039254428582309
7.975000000000041e-13,0.797499999999994,1000000000000.0,0.20290835994042627
8.000000000000042e-13,0.7999999999999939,1000000000000.0,0.20189634974747248
8.025000000000042e-13,0.8024999999999939,1000000000000.0,0.20088938697903558
8.050000000000042e-13,0.8049999999999938,1000000000000.0,0.19988744646096757
8.075000000000043e-13,0.8074999999999938,1000000000000.0,0.19889050314467738
8.100000000000043e-13,0.8099999999999937,1000000000000.0,0.1978985321065042
8.125000000000044e-13,0.8124999999999937,1000000000000.0,0.1969115085470945
8.150000000000044e-13,0.8149999999999936,1000000000000.0,0.19592940779078222
8.175000000000044e-13,0.8174999999999936,1000000000000.0,0.19495220528497176
8.200000000000045e-13,0.8199999999999935,1000000000000.0,0.19397987659952412
8.225000000000045e-13,0.8224999999999935,1000000000000.0,0.19301239742614612
8.250000000000046e-13,0.8249999999999934,1000000000000.0,0.19204974357778296
8.275000000000046e-13,0.8274999999999934,1000000000000.0,0.19109189098801316
8.300000000000046e-13,0.8299999999999933,1000000000000.0,0.19013881571044702
8.325000000000047e-13,0.8324999999999932,1000000000000.0,0.18919049391812842
8.350000000000047e-13,0.8349999999999932,1000000000000.0,0.1882469019029383
8.375000000000048e-13,0.8374999999999931,1000000000000.0,0.18730801607500255
8.400000000000048e-13,0.8399999999999931,1000000000000.0,0.18637381296210218
8.425000000000048e-13,0.842499999999993,1000000000000.0,0.18544426920908627
8.450000000000049e-13,0.844999999999993,1000000000000.0,0.18451936157728852
8.475000000000049e-13,0.8474999999999929,1000000000000.0,0.18359906694394582
8.50000000000005e-13,0.8499999999999929,1000000000000.0,0.18268336230162038
