detune_THz,I_norm
-9.866666666598968405e+00,6.713778929298289677e-01
-9.699999999932250816e+00,4.432983973863666161e-01
-9.533333333265531451e+00,2.344997030280285277e-01
-9.366666666598844060e+00,7.999874533750606087e-02
-9.199999999932124695e+00,5.029315277151788846e-03
-9.033333333265407106e+00,2.083430801026189827e-02
-8.866666666598687740e+00,1.229168704489049385e-01
-8.699999999931968375e+00,2.920187863139487860e-01
-8.533333333265250786e+00,4.976223405490136642e-01
-8.366666666598531421e+00,7.033409891295110405e-01
-8.199999999931812056e+00,8.732479266286832242e-01
-8.033333333265094467e+00,9.780429274678709151e-01
-7.866666666598375102e+00,1.000000000000000000e+00
-7.699999999931656625e+00,9.358616955040778285e-01
-7.533333333264937259e+00,7.972096212712470598e-01
-7.366666666598218782e+00,6.082804911322506891e-01
-7.199999999931500305e+00,4.016363507255789611e-01
-7.033333333264780940e+00,2.124609642478888505e-01
-6.866666666598062463e+00,7.248030743080707827e-02
-6.699999999931343986e+00,4.556650422427088731e-03
-6.533333333264624621e+00,1.887625919220536561e-02
-6.366666666597906143e+00,1.113649036378988877e-01
-6.199999999931187666e+00,2.645742921405682124e-01
-6.033333333264469189e+00,4.508548239406706126e-01
-5.866666666597749824e+00,6.372396333110372790e-01
-5.699999999931031347e+00,7.911783859789968121e-01
-5.533333333264312870e+00,8.861245486147019124e-01
-5.366666666597593505e+00,9.060180527646906068e-01
-5.199999999930875028e+00,8.479075910614382039e-01
-5.033333333264156551e+00,7.222863087821201900e-01
-4.866666666597437185e+00,5.511131061903512540e-01
-4.699999999930718708e+00,3.638897844781494029e-01
-4.533333333264000231e+00,1.924934691716923274e-01
-4.366666666597280866e+00,6.566846702955494997e-02
-4.199999999930562389e+00,4.128407546738652352e-03
-4.033333333263843912e+00,1.710223159745378335e-02
-3.866666666597124991e+00,1.008986131754971705e-01
-3.699999999930406069e+00,2.397090850866319400e-01
-3.533333333263718679e+00,4.084826098712677211e-01
-3.366666666597000201e+00,5.773506120023249588e-01
-3.199999999930281280e+00,7.168219009785204987e-01
-3.033333333263562359e+00,8.028448383631346941e-01
-2.866666666596843882e+00,8.208687122251091539e-01
-2.699999999930124961e+00,7.682195848269969263e-01
-2.533333333263406040e+00,6.544044352279601018e-01
-2.366666666596687563e+00,4.993184234927275367e-01
-2.199999999929968642e+00,3.296907140805619418e-01
-2.033333333263250164e+00,1.744025581874364961e-01
-1.866666666596531243e+00,5.949681666001771507e-02
-1.699999999929812544e+00,3.740411770226982364e-03
-1.533333333263093845e+00,1.549493057496664425e-02
-1.366666666596374924e+00,9.141596508172307456e-02
-1.199999999929656225e+00,2.171807586281385427e-01
-1.033333333262937526e+00,3.700926190256166870e-01
-8.666666665962187155e-01,5.230900776130454899e-01
-6.999999999295000164e-01,6.494535833663513946e-01
-5.333333332627812062e-01,7.273919176435951206e-01
-3.666666665960625071e-01,7.437218727402208351e-01
-1.999999999293437525e-01,6.960208128062781441e-01
-3.333333326262499785e-02,5.929022325156185769e-01
1.333333334040937568e-01,4.523915060621006567e-01
3.000000000708125114e-01,2.987057389880775071e-01
4.666666667375312660e-01,1.580118662748525027e-01
6.333333334042500207e-01,5.390519000897860818e-02
8.000000000709687198e-01,3.388880587334166909e-03
9.666666667376875299e-01,1.403868684771268291e-02
1.133333333404406229e+00,8.282451477229560433e-02
1.300000000071124928e+00,1.967696882424737892e-01
1.466666666737843849e+00,3.353105943661267019e-01
1.633333333404562548e+00,4.739290539830415261e-01
1.800000000071281248e+00,5.884166714858578562e-01
1.966666666737999947e+00,6.590302093830969765e-01
2.133333333404718868e+00,6.738254434977564156e-01
2.300000000071406259e+00,6.306074220184588741e-01
2.466666666738125180e+00,5.371801266169708988e-01
2.633333333404843657e+00,4.098748717359964044e-01
2.800000000071562578e+00,2.706327921994107766e-01
2.966666666738281055e+00,1.431616035057320380e-01
3.133333333404999976e+00,4.883907532137999469e-02
3.300000000071718897e+00,3.070386992412678980e-03
3.466666666738437375e+00,1.271930373589583683e-02
3.633333333405156296e+00,7.504050567114133041e-02
3.800000000071875217e+00,1.782768899575958854e-01
3.966666666738593694e+00,3.037974520821295488e-01
4.133333333405312615e+00,4.293882790745803257e-01
4.300000000072031092e+00,5.331161274745290779e-01
4.466666666738749569e+00,5.970932676691360630e-01
4.633333333405468935e+00,6.104980169090213904e-01
4.800000000072187412e+00,5.713417092173715961e-01
4.966666666738905889e+00,4.866948928763708548e-01
5.133333333405625254e+00,3.713540336059036884e-01
5.300000000072343731e+00,2.451981956890539882e-01
5.466666666739062208e+00,1.297069973868793524e-01
