detune_THz,I_norm
-9.866666666598968405e+00,3.320988694100279748e-01
-9.699999999932250816e+00,7.599285608864224384e-02
-9.533333333265531451e+00,2.288028585524708256e-03
-9.366666666598844060e+00,1.313713399762372891e-01
-9.199999999932124695e+00,4.066549412062510638e-01
-9.033333333265407106e+00,7.179169169736117073e-01
-8.866666666598687740e+00,9.442634747999466560e-01
-8.699999999931968375e+00,1.000000000000000000e+00
-8.533333333265250786e+00,8.660353985478358441e-01
-8.366666666598531421e+00,5.953517435210671227e-01
-8.199999999931812056e+00,2.911498078981319404e-01
-8.033333333265094467e+00,6.662270452293987677e-02
-7.866666666598375102e+00,2.005889216503973886e-03
-7.699999999931656625e+00,1.151726020462261885e-01
-7.533333333264937259e+00,3.565126263112398664e-01
-7.366666666598218782e+00,6.293949485808666422e-01
-7.199999999931500305e+00,8.278324229690819935e-01
-7.033333333264780940e+00,8.766967718625333639e-01
-6.866666666598062463e+00,7.592507038134896913e-01
-6.699999999931343986e+00,5.219432489323756474e-01
-6.533333333264624621e+00,2.552502154835448733e-01
-6.366666666597906143e+00,5.840788321699083574e-02
-6.199999999931187666e+00,1.758578676905735898e-03
-6.033333333264469189e+00,1.009717219021248197e-01
-5.866666666597749824e+00,3.125539682033066646e-01
-5.699999999931031347e+00,5.517889169767432600e-01
-5.533333333264312870e+00,7.257579491720532738e-01
-5.366666666597593505e+00,7.685965375355299223e-01
-5.199999999930875028e+00,6.656315742132583591e-01
-5.033333333264156551e+00,4.575849912225002925e-01
-4.866666666597437185e+00,2.237765145893489960e-01
-4.699999999930718708e+00,5.120589243078198238e-02
-4.533333333264000231e+00,1.541728981545907508e-03
-4.366666666597280866e+00,8.852130511040276484e-02
-4.199999999930562389e+00,2.740143791264688655e-01
-4.033333333263843912e+00,4.837506698563717733e-01
-3.866666666597124991e+00,6.362688430543067541e-01
-3.699999999930406069e+00,6.738256554035011447e-01
-3.533333333263718679e+00,5.835569839433403239e-01
-3.366666666597000201e+00,4.011634352994966624e-01
-3.199999999930281280e+00,1.961843204877488922e-01
-3.033333333263562359e+00,4.489211758755502768e-02
-2.866666666596843882e+00,1.351619878016760944e-03
-2.699999999930124961e+00,7.760630716659178141e-02
-2.533333333263406040e+00,2.402274796664634060e-01
-2.366666666596687563e+00,4.241025815120493814e-01
-2.199999999929968642e+00,5.578146856590119329e-01
-2.033333333263250164e+00,5.907405163192417374e-01
-1.866666666596531243e+00,5.116021996616912926e-01
-1.699999999929812544e+00,3.516983974163346849e-01
-1.533333333263093845e+00,1.719939869617782835e-01
-1.366666666596374924e+00,3.935672079272255902e-02
-1.199999999929656225e+00,1.184963396402571390e-03
-1.033333333262937526e+00,6.803716590397165809e-02
-8.666666665962187155e-01,2.106065205846599508e-01
-6.999999999295000164e-01,3.718090835793969595e-01
-5.333333332627812062e-01,4.890339589022651978e-01
-3.666666665960625071e-01,5.178998892683915889e-01
-1.999999999293437525e-01,4.485196298057769759e-01
-3.333333326262499785e-02,3.083326034850970565e-01
1.333333334040937568e-01,1.507864669835988769e-01
3.000000000708125114e-01,3.450390166939239917e-02
4.666666667375312660e-01,1.038848707677297823e-03
6.333333334042500207e-01,5.964789324366863432e-02
8.000000000709687198e-01,1.846379155963955576e-01
9.666666667376875299e-01,3.259636736368736187e-01
1.133333333404406229e+00,4.287343815630854094e-01
1.300000000071124928e+00,4.540411069418335832e-01
1.466666666737843849e+00,3.932156718139650509e-01
1.633333333404562548e+00,2.703141334535931750e-01
1.800000000071281248e+00,1.321939120602407536e-01
1.966666666737999947e+00,3.024939045058626375e-02
2.133333333404718868e+00,9.107692444658625590e-04
2.300000000071406259e+00,5.229320075145756086e-02
2.466666666738125180e+00,1.618715229498158825e-01
2.633333333404843657e+00,2.857712022765900306e-01
2.800000000071562578e+00,3.758697537424919854e-01
2.966666666738281055e+00,3.980559471831234264e-01
3.133333333404999976e+00,3.447304976528912102e-01
3.300000000071718897e+00,2.369832502660122464e-01
3.466666666738437375e+00,1.158938845551486102e-01
3.633333333405156296e+00,2.651954531488666736e-02
3.800000000071875217e+00,7.984619359509694892e-04
3.966666666738593694e+00,4.584518968751057771e-02
4.133333333405312615e+00,1.419120673346992434e-01
4.300000000072031092e+00,2.505344930519700086e-01
4.466666666738749569e+00,3.295236344192115641e-01
4.633333333405468935e+00,3.489742478905152878e-01
4.800000000072187412e+00,3.022240415004642244e-01
4.966666666738905889e+00,2.077623969051603237e-01
5.133333333405625254e+00,1.016037460688948846e-01
5.300000000072343731e+00,2.324958002316258529e-02
5.466666666739062208e+00,7.000098024359803191e-04
5.633333333405781573e+00,4.019232520652080143e-02
5.800000000072500050e+00,1.244137990952904060e-01
5.966666666739218527e+00,2.196426531339600030e-01
6.133333333405937893e+00,2.888921214560009609e-01
6.300000000072656370e+00,3.059443966271448989e-01
6.466666666739374847e+00,2.649586675673047398e-01
6.633333333406093324e+00,1.821444968541539033e-01
6.800000000072812689e+00,8.907561101613278853e-02
6.966666666739531166e+00,2.038281020521459652e-02
7.133333333406249643e+00,6.136981958286786632e-04
7.300000000072969009e+00,3.523647155419305788e-02
7.466666666739687486e+00,1.090731083958496050e-01
7.633333333406405963e+00,1.925598600486792544e-01
7.800000000073125328e+00,2.532705682631743449e-01
7.966666666739843805e+00,2.682202137433235545e-01
8.133333333406563170e+00,2.322881920579621673e-01
8.300000000073250561e+00,1.596853531047577324e-01
8.466666666739968150e+00,7.809223713880913964e-02
8.633333333406687515e+00,1.786953593559907280e-02
8.800000000073406881e+00,5.380251644206010759e-04
8.966666666740124469e+00,3.089166367980383451e-02
9.133333333406843835e+00,9.562396347651980211e-02
9.300000000073563200e+00,1.688165066265971681e-01
9.466666666740280789e+00,2.220414005447913230e-01
9.633333333407000154e+00,2.351477495231796000e-01
9.800000000073719519e+00,2.036462960293878022e-01
9.966666666740437108e+00,1.399956531297716633e-01
