series,delay_fs,reflectivity
modelled,-9139.13913913913,0.0938496767836933
modelled,-9119.11911911912,0.0938496767836933
modelled,-9099.0990990991,0.0938496767836933
modelled,-9079.07907907908,0.0938496767836933
modelled,-9059.05905905905,0.0938496767836933
modelled,-9039.03903903903,0.0938496767836933
modelled,-9019.01901901901,0.0938496767836933
modelled,-8998.99899899899,0.0938496767836933
modelled,-8978.97897897898,0.0938496767836933
modelled,-8958.95895895896,0.0938496767836933
modelled,-8938.93893893894,0.0938496767836933
modelled,-8918.91891891892,0.0938496767836933
modelled,-8898.89889889889,0.0938496767836933
modelled,-8878.87887887887,0.0938496767836933
modelled,-8858.85885885886,0.0938496767836933
modelled,-8838.83883883884,0.0938496767836933
modelled,-8818.81881881881,0.0938496767836933
modelled,-8798.79879879879,0.0938496767836933
modelled,-8778.77877877877,0.0938496767836933
modelled,-8758.75875875875,0.0938496767836933
modelled,-8738.73873873873,0.0938496767836933
modelled,-8718.71871871872,0.0938496767836933
modelled,-8698.6986986987,0.0938496767836933
modelled,-8678.67867867867,0.0938496767836933
modelled,-8658.65865865866,0.0938496767836933
modelled,-8638.63863863863,0.0938496767836933
modelled,-8618.61861861861,0.0938496767836933
modelled,-8598.59859859859,0.0938496767836933
modelled,-8578.57857857858,0.0938496767836933
modelled,-8558.55855855855,0.0938496767836933
modelled,-8538.53853853853,0.0938496767836933
modelled,-8518.51851851851,0.0938496767836933
modelled,-8498.49849849849,0.0938496767836933
modelled,-8478.47847847847,0.0938496767836933
modelled,-8458.45845845845,0.0938496767836933
modelled,-8438.43843843844,0.0938496767836933
modelled,-8418.41841841841,0.0938496767836933
modelled,-8398.3983983984,0.0938496767836933
modelled,-8378.37837837837,0.0938496767836933
modelled,-8358.35835835835,0.0938496767836933
modelled,-8338.33833833833,0.0938496767836933
modelled,-8318.31831831831,0.0938496767836933
modelled,-8298.29829829829,0.0938496767836933
modelled,-8278.27827827828,0.0938496767836933
modelled,-8258.25825825825,0.0938496767836933
modelled,-8238.23823823823,0.0938496767836933
modelled,-8218.21821821821,0.0938496767836933
modelled,-8198.19819819819,0.0938496767836933
modelled,-8178.17817817817,0.0938496767836933
modelled,-8158.15815815815,0.0938496767836933
modelled,-8138.13813813813,0.0938496767836933
modelled,-8118.11811811811,0.0938496767836933
modelled,-8098.09809809809,0.0938496767836933
modelled,-8078.07807807807,0.0938496767836933
modelled,-8058.05805805805,0.0938496767836933
modelled,-8038.03803803803,0.0938496767836933
modelled,-8018.01801801801,0.0938496767836933
modelled,-7997.99799799799,0.0938496767836933
modelled,-7977.97797797797,0.0938496767836933
modelled,-7957.95795795795,0.0938496767836933
modelled,-7937.93793793793,0.0938496767836933
modelled,-7917.91791791791,0.0938496767836933
modelled,-7897.89789789789,0.0938496767836933
modelled,-7877.87787787787,0.0938496767836933
modelled,-7857.85785785785,0.0938496767836933
modelled,-7837.83783783783,0.0938496767836933
modelled,-7817.81781781781,0.0938496767836933
modelled,-7797.79779779779,0.0938496767836933
modelled,-7777.77777777777,0.0938496767836933
modelled,-7757.75775775775,0.0938496767836933
modelled,-7737.73773773773,0.0938496767836933
modelled,-7717.71771771771,0.0938496767836933
modelled,-7697.69769769769,0.0938496767836933
modelled,-7677.67767767767,0.0938496767836933
modelled,-7657.65765765765,0.0938496767836933
modelled,-7637.63763763763,0.0938496767836933
modelled,-7617.61761761761,0.0938496767836933
modelled,-7597.59759759759,0.0938496767836933
modelled,-7577.57757757757,0.0938496767836933
modelled,-7557.55755755755,0.0938496767836933
modelled,-7537.53753753753,0.0938496767836933
modelled,-7517.51751751751,0.0938496767836933
modelled,-7497.49749749749,0.0938496767836933
modelled,-7477.47747747747,0.0938496767836933
modelled,-7457.45745745745,0.0938496767836933
modelled,-7437.43743743743,0.0938496767836933
modelled,-7417.41741741741,0.0938496767836933
modelled,-7397.39739739739,0.0938496767836933
modelled,-7377.37737737737,0.0938496767836933
modelled,-7357.35735735735,0.0938496767836933
modelled,-7337.33733733733,0.0938496767836933
modelled,-7317.31731731731,0.0938496767836933
modelled,-7297.29729729729,0.0938496767836933
modelled,-7277.27727727727,0.0938496767836933
modelled,-7257.25725725725,0.0938496767836933
modelled,-7237.23723723723,0.0938496767836933
modelled,-7217.21721721721,0.0938496767836933
modelled,-7197.19719719719,0.0938496767836933
modelled,-7177.17717717717,0.0938496767836933
modelled,-7157.15715715715,0.0938496767836933
modelled,-7137.13713713713,0.0938496767836933
modelled,-7117.11711711711,0.0938496767836933
modelled,-7097.09709709709,0.0938496767836933
modelled,-7077.07707707707,0.0938496767836933
modelled,-7057.05705705705,0.0938496767836933
modelled,-7037.03703703703,0.0938496767836933
modelled,-7017.01701701701,0.0938496767836933
modelled,-6996.99699699699,0.0938496767836933
modelled,-6976.97697697697,0.0938496767836933
modelled,-6956.95695695695,0.0938496767836933
modelled,-6936.93693693693,0.0938496767836933
modelled,-6916.91691691691,0.0938496767836933
modelled,-6896.89689689689,0.0938496767836933
modelled,-6876.87687687687,0.0938496767836933
modelled,-6856.85685685685,0.0938496767836933
modelled,-6836.83683683683,0.0938496767836933
modelled,-6816.81681681681,0.0938496767836933
modelled,-6796.79679679679,0.0938496767836933
modelled,-6776.77677677677,0.0938496767836933
modelled,-6756.75675675675,0.0938496767836933
modelled,-6736.73673673673,0.0938496767836933
modelled,-6716.71671671671,0.0938496767836933
modelled,-6696.69669669669,0.0938496767836933
modelled,-6676.67667667667,0.0938496767836933
modelled,-6656.65665665665,0.0938496767836933
modelled,-6636.63663663663,0.0938496767836933
modelled,-6616.61661661661,0.0938496767836933
modelled,-6596.59659659659,0.0938496767836933
modelled,-6576.57657657657,0.0938496767836933
modelled,-6556.55655655655,0.0938496767836933
modelled,-6536.53653653653,0.0938496767836933
modelled,-6516.51651651651,0.0938496767836933
modelled,-6496.49649649649,0.0938496767836933
modelled,-6476.47647647647,0.0938496767836933
modelled,-6456.45645645645,0.0938496767836933
modelled,-6436.43643643643,0.0938496767836933
modelled,-6416.41641641641,0.0938496767836933
modelled,-6396.39639639639,0.0938496767836933
modelled,-6376.37637637637,0.0938496767836933
modelled,-6356.35635635635,0.0938496767836933
modelled,-6336.33633633633,0.0938496767836933
